Time (s),Distance (m)
0.03,1.06
0.04,1.06
0.07,1.08
0.08,1.09
0.1,1.11
0.12,1.14
0.14,1.16
0.16,1.19
0.18,1.22
0.2,1.23
0.22,1.26
0.24,1.3
0.26,1.32
0.28,1.35
0.3,1.37
0.32,1.42
0.34,1.45
0.36,1.47
0.38,1.5
0.4,1.54
0.42,1.57
0.44,1.59
0.46,1.63
0.48,1.67
0.5,1.69
0.52,1.71
0.55,1.76
0.56,1.78
0.58,1.81
0.6,1.84
0.62,1.87
0.64,1.9
0.66,1.93
0.68,1.95
0.7,1.97
0.72,2.02
0.74,2.06
0.76,2.09
0.78,2.13
0.8,2.17
0.82,2.21
0.84,2.25
0.86,2.28
0.88,2.31
0.9,2.34
0.92,2.4
0.94,2.44
0.96,2.46
0.98,2.5
1.0,2.53
1.02,2.56
1.04,2.59
1.06,2.61
1.08,2.64
1.1,2.68
1.12,2.71
1.14,2.74
1.16,2.76
1.18,2.79
1.2,2.83
1.23,2.85
1.24,2.87
1.26,2.91
1.28,2.94
1.3,2.96
1.32,3.01
1.34,3.02
1.36,3.05
1.38,3.08
1.4,3.11
1.42,3.15
1.44,3.16
1.46,3.2
1.48,3.24
1.5,3.25
1.52,3.28
1.54,3.31
1.56,3.35
1.58,3.37
1.6,3.4
1.62,3.43
1.64,3.47
1.66,3.49
1.68,3.52
1.7,3.56
1.72,3.6
1.74,3.64
1.76,3.66
1.78,3.7
1.8,3.72
1.82,3.75
1.84,3.78
1.86,3.81
1.88,3.85
1.9,3.87
1.92,3.89
1.94,3.93
1.96,3.96
1.98,3.99
2.0,4.02
2.02,4.04
2.04,4.08
2.06,4.1
2.08,4.14
2.11,4.19
2.12,4.2
2.14,4.24
2.16,4.28
2.18,4.29
2.2,4.35
2.22,4.35
2.24,4.39
2.26,4.42
2.28,4.45
2.3,4.47
2.32,4.5
2.34,4.54
2.36,4.57
2.38,4.59
2.4,4.63
2.42,4.65
2.44,4.67
2.46,4.7
2.48,4.71
2.5,4.75
2.52,4.79
2.54,4.83
2.56,4.85
2.58,4.88
2.6,4.92
2.62,4.96
2.64,4.97
2.66,5.01
2.68,5.06
2.7,5.09
2.72,5.12
2.74,5.14
2.76,5.17
2.78,5.2
2.8,5.21
2.82,5.24
2.84,5.27
2.86,5.3
2.88,5.33
2.9,5.37
2.92,5.4
2.94,5.42
2.96,5.47
2.98,5.49
3.0,5.5
3.02,5.57
3.04,5.57
3.06,5.61
3.08,5.65
3.1,5.66
3.12,5.69
3.14,5.75
3.16,5.74
3.18,5.78
3.2,5.8
3.22,5.82
3.24,5.86
3.26,5.88
3.28,5.91
3.3,5.93
3.32,5.96
3.34,6.0
3.36,6.05
3.38,6.06
3.4,6.11
3.42,6.11
3.44,6.16
3.46,6.17
3.48,6.24
3.5,6.27
3.52,6.29
3.54,6.32
3.56,6.35
3.58,6.38
3.6,6.42
3.62,6.45
3.64,6.43
3.66,6.49
3.68,6.51
3.7,6.55
3.72,6.57
3.74,6.6
3.76,6.62
3.78,6.66
3.8,6.68
3.82,6.7
3.84,6.75
3.86,6.77
3.88,6.8
3.9,6.85
3.92,6.84
3.94,6.89
3.96,6.95
3.98,6.97
4.0,7.0
4.02,7.04
4.04,7.06
4.06,7.08
4.08,7.11
4.1,7.14
4.12,7.17
4.14,7.2
4.16,7.24
4.18,7.25
4.2,7.28
4.22,7.31
4.24,7.33
4.26,7.37
4.28,7.41
4.3,7.41
4.32,7.44
4.34,7.47
4.36,7.49
4.38,7.52
4.4,7.58
4.42,7.57
4.44,7.62
4.46,7.65
4.48,7.69
4.5,7.72
4.52,7.74
4.54,7.75
4.56,7.78
4.58,7.81
4.6,7.84
4.62,7.88
4.64,7.87
4.66,7.92
4.68,7.94
4.7,7.99
4.72,8.0
4.74,8.04
4.76,8.07
4.78,8.1
4.8,8.1
4.82,8.15
4.84,8.22
4.86,8.22
4.88,8.24
4.9,8.28
4.92,8.31
4.94,8.31
4.96,8.32
4.98,8.37
5.0,8.41
5.02,8.41
5.04,8.47
5.06,8.48
5.08,8.51
5.1,8.51
5.12,8.56
5.14,8.57
5.16,8.61
5.18,8.66
5.2,8.67
5.22,8.69
