Time (s),Distance (m)
0.03,1.05
0.04,1.06
0.06,1.08
0.08,1.1
0.1,1.14
0.12,1.17
0.14,1.18
0.16,1.21
0.18,1.22
0.2,1.26
0.22,1.29
0.24,1.32
0.26,1.35
0.28,1.38
0.3,1.43
0.32,1.46
0.34,1.49
0.36,1.53
0.38,1.57
0.4,1.59
0.42,1.63
0.44,1.68
0.46,1.7
0.48,1.73
0.5,1.77
0.52,1.78
0.55,1.82
0.56,1.85
0.58,1.88
0.6,1.92
0.62,1.94
0.64,1.96
0.66,1.99
0.68,2.04
0.71,2.06
0.72,2.1
0.74,2.14
0.76,2.18
0.78,2.21
0.8,2.24
0.82,2.3
0.84,2.32
0.86,2.35
0.88,2.4
0.9,2.43
0.92,2.48
0.94,2.5
0.96,2.53
0.98,2.56
1.0,2.59
1.02,2.61
1.04,2.65
1.06,2.68
1.08,2.7
1.1,2.74
1.12,2.77
1.14,2.8
1.16,2.83
1.18,2.86
1.2,2.88
1.22,2.92
1.24,2.94
1.26,2.97
1.28,2.99
1.3,3.03
1.32,3.06
1.35,3.09
1.36,3.11
1.39,3.14
1.4,3.18
1.42,3.19
1.44,3.22
1.46,3.25
1.48,3.29
1.5,3.32
1.52,3.35
1.54,3.37
1.56,3.4
1.58,3.44
1.6,3.46
1.62,3.49
1.64,3.53
1.66,3.57
1.68,3.61
1.7,3.64
1.72,3.69
1.74,3.72
1.76,3.75
1.78,3.78
1.8,3.81
1.82,3.83
1.84,3.86
1.86,3.9
1.88,3.94
1.9,3.96
1.92,3.99
1.94,4.01
1.96,4.04
1.98,4.08
2.0,4.11
2.02,4.13
2.04,4.16
2.06,4.2
2.08,4.23
2.1,4.27
2.12,4.3
2.14,4.33
2.16,4.35
2.18,4.37
2.2,4.39
2.22,4.43
2.24,4.46
2.26,4.49
2.28,4.5
2.3,4.55
2.32,4.58
2.34,4.62
2.36,4.65
2.38,4.67
2.4,4.71
2.42,4.75
2.44,4.77
2.46,4.8
2.48,4.85
2.51,4.87
2.52,4.9
2.55,4.94
2.56,4.97
2.59,4.99
2.6,5.02
2.62,5.04
2.64,5.09
2.66,5.1
2.68,5.15
2.7,5.18
2.72,5.22
2.74,5.23
2.76,5.28
2.79,5.28
2.8,5.31
2.82,5.35
2.84,5.37
2.86,5.4
2.88,5.43
2.9,5.47
2.92,5.5
2.94,5.53
2.96,5.56
2.98,5.58
3.0,5.61
3.03,5.65
3.04,5.69
3.06,5.71
3.08,5.75
3.1,5.75
3.12,5.8
3.14,5.81
3.16,5.84
3.18,5.89
3.2,5.9
3.22,5.92
3.24,5.96
3.26,5.98
3.28,6.02
3.3,6.05
3.32,6.08
3.34,6.1
3.36,6.12
3.38,6.15
3.4,6.17
3.42,6.19
3.44,6.22
3.46,6.26
3.48,6.29
3.5,6.35
3.52,6.36
3.54,6.4
3.56,6.44
3.58,6.46
3.6,6.48
3.62,6.52
3.64,6.54
3.66,6.57
3.68,6.61
3.7,6.63
3.72,6.64
3.74,6.67
3.76,6.73
3.78,6.74
3.8,6.77
3.82,6.81
3.84,6.82
3.86,6.88
3.88,6.89
3.9,6.95
3.92,6.97
3.94,6.98
3.96,7.02
3.98,7.05
4.0,7.1
4.02,7.11
4.04,7.16
4.06,7.17
4.08,7.19
4.1,7.22
4.12,7.26
4.14,7.28
4.16,7.31
4.18,7.34
4.2,7.34
4.22,7.39
4.24,7.41
4.26,7.43
4.28,7.48
4.3,7.49
4.32,7.52
4.35,7.56
4.36,7.6
4.38,7.62
4.4,7.65
4.42,7.7
4.44,7.71
4.46,7.75
4.48,7.78
4.5,7.79
4.52,7.85
4.54,7.86
4.56,7.88
4.58,7.92
4.6,7.96
4.62,7.96
4.64,7.98
4.66,8.03
4.68,8.05
4.71,8.1
4.72,8.12
4.74,8.15
4.76,8.2
4.78,8.21
4.8,8.26
4.82,8.28
4.84,8.3
4.86,8.35
4.88,8.39
4.9,8.39
4.92,8.44
4.94,8.45
4.96,8.48
4.98,8.52
5.0,8.56
5.02,8.56
5.04,8.57
5.06,8.59
5.08,8.61
5.1,8.63
5.12,8.68
5.14,8.7
