Time (s),Distance (m)
0.02,1.03
0.04,1.03
0.06,1.04
0.08,1.04
0.1,1.05
0.12,1.08
0.14,1.09
0.16,1.09
0.18,1.1
0.2,1.11
0.22,1.12
0.24,1.12
0.26,1.12
0.28,1.12
0.3,1.14
0.32,1.15
0.34,1.15
0.36,1.16
0.38,1.17
0.4,1.18
0.42,1.18
0.44,1.19
0.46,1.2
0.48,1.2
0.51,1.22
0.52,1.23
0.54,1.24
0.56,1.24
0.58,1.24
0.6,1.25
0.62,1.25
0.64,1.27
0.66,1.27
0.68,1.28
0.7,1.3
0.72,1.3
0.74,1.31
0.76,1.31
0.79,1.33
0.8,1.34
0.82,1.36
0.84,1.39
0.86,1.4
0.88,1.41
0.9,1.45
0.92,1.46
0.94,1.47
0.96,1.48
0.98,1.51
1.0,1.51
1.03,1.54
1.04,1.55
1.06,1.56
1.08,1.57
1.1,1.57
1.12,1.58
1.14,1.59
1.16,1.59
1.18,1.61
1.2,1.62
1.22,1.63
1.24,1.65
1.26,1.66
1.28,1.66
1.31,1.67
1.32,1.66
1.34,1.68
1.36,1.68
1.38,1.68
1.4,1.67
1.42,1.68
1.44,1.69
1.46,1.69
1.48,1.7
1.5,1.72
1.52,1.72
1.54,1.73
1.56,1.74
1.59,1.75
1.6,1.75
1.62,1.75
1.64,1.77
1.66,1.77
1.68,1.78
1.7,1.78
1.72,1.8
1.75,1.8
1.76,1.81
1.79,1.81
1.8,1.83
1.82,1.85
1.84,1.86
1.86,1.89
1.88,1.9
1.9,1.89
1.92,1.91
1.94,1.92
1.96,1.93
1.99,1.93
2.0,1.94
2.02,1.96
2.04,1.98
2.07,1.99
2.08,2.0
2.1,2.0
2.12,2.01
2.14,2.02
2.16,2.04
2.19,2.06
2.2,2.07
2.22,2.09
2.24,2.1
2.26,2.11
2.28,2.12
2.31,2.13
2.32,2.14
2.34,2.15
2.36,2.15
2.38,2.16
2.4,2.15
2.42,2.16
2.44,2.17
2.46,2.19
2.48,2.2
2.51,2.19
2.52,2.21
2.54,2.22
2.56,2.22
2.58,2.23
2.6,2.23
2.62,2.24
2.64,2.24
2.66,2.25
2.68,2.25
2.71,2.27
2.72,2.27
2.75,2.28
2.76,2.29
2.78,2.29
2.8,2.3
2.82,2.3
2.84,2.31
2.87,2.32
2.88,2.33
2.9,2.34
2.92,2.35
2.95,2.38
2.96,2.39
2.99,2.42
3.0,2.43
3.02,2.44
3.04,2.45
3.07,2.46
3.08,2.47
3.11,2.48
3.12,2.49
3.14,2.52
3.16,2.53
3.18,2.55
3.2,2.55
3.22,2.57
3.24,2.56
3.26,2.57
3.28,2.58
3.3,2.58
3.32,2.59
3.34,2.6
3.36,2.6
3.38,2.63
3.4,2.63
3.42,2.63
3.44,2.64
3.46,2.64
3.48,2.66
3.5,2.67
3.52,2.68
3.55,2.68
3.56,2.7
3.58,2.7
3.6,2.71
3.62,2.72
3.64,2.72
3.66,2.72
3.68,2.73
3.7,2.74
3.72,2.75
3.75,2.75
3.76,2.77
3.79,2.78
3.8,2.78
3.82,2.79
3.84,2.79
3.87,2.8
3.88,2.82
3.9,2.84
3.92,2.83
3.95,2.85
3.96,2.86
3.98,2.87
4.0,2.87
4.02,2.88
4.04,2.9
4.06,2.89
4.08,2.91
4.11,2.95
4.12,2.95
4.14,2.96
4.16,2.98
4.18,2.99
4.2,2.99
4.22,3.02
4.24,3.03
