Time (s),Distance (m)
0.0,1.02
0.02,1.03
0.04,1.03
0.06,1.04
0.08,1.04
0.1,1.05
0.12,1.06
0.14,1.07
0.16,1.07
0.18,1.07
0.21,1.09
0.22,1.09
0.24,1.08
0.26,1.1
0.28,1.1
0.3,1.11
0.32,1.11
0.34,1.12
0.36,1.13
0.38,1.14
0.4,1.15
0.42,1.17
0.44,1.18
0.46,1.19
0.48,1.2
0.5,1.21
0.52,1.22
0.54,1.24
0.56,1.24
0.58,1.26
0.6,1.26
0.62,1.27
0.64,1.28
0.66,1.29
0.68,1.31
0.7,1.32
0.72,1.33
0.74,1.34
0.76,1.35
0.78,1.36
0.8,1.37
0.82,1.39
0.84,1.4
0.86,1.42
0.88,1.43
0.9,1.44
0.92,1.46
0.94,1.46
0.96,1.46
0.98,1.47
1.0,1.47
1.02,1.49
1.04,1.5
1.06,1.51
1.08,1.52
1.11,1.52
1.12,1.52
1.14,1.52
1.16,1.52
1.18,1.54
1.2,1.54
1.22,1.56
1.24,1.56
1.26,1.58
1.28,1.57
1.3,1.58
1.32,1.59
1.34,1.6
1.36,1.62
1.38,1.63
1.4,1.63
1.42,1.64
1.44,1.65
1.46,1.65
1.48,1.66
1.5,1.66
1.52,1.66
1.54,1.67
1.56,1.67
1.58,1.7
1.6,1.7
1.62,1.7
1.64,1.72
1.66,1.73
1.68,1.74
1.7,1.74
1.72,1.76
1.74,1.78
1.76,1.79
1.78,1.8
1.8,1.8
1.82,1.82
1.84,1.83
1.87,1.84
1.88,1.85
1.9,1.87
1.92,1.89
1.94,1.89
1.96,1.91
1.98,1.9
2.0,1.92
2.02,1.92
2.04,1.93
2.07,1.94
2.08,1.95
2.1,1.95
2.12,1.96
2.14,1.96
2.16,1.97
2.18,1.98
2.2,2.0
2.22,2.0
2.24,2.01
2.26,2.02
2.28,2.03
2.3,2.03
2.32,2.04
2.35,2.05
2.36,2.05
2.38,2.06
2.4,2.06
2.42,2.07
2.44,2.07
2.46,2.09
2.48,2.1
2.5,2.11
2.52,2.12
2.54,2.13
2.56,2.14
2.59,2.15
2.6,2.15
2.62,2.16
2.64,2.18
2.67,2.19
2.68,2.2
2.71,2.21
2.72,2.22
2.74,2.23
2.76,2.25
2.78,2.26
2.8,2.28
2.82,2.29
2.84,2.3
2.86,2.3
2.88,2.31
2.9,2.33
2.92,2.33
2.94,2.34
2.96,2.36
2.98,2.38
3.0,2.4
3.02,2.41
3.04,2.41
3.06,2.43
3.08,2.44
3.1,2.44
3.12,2.44
3.14,2.44
3.16,2.45
3.18,2.46
3.2,2.46
3.22,2.48
3.24,2.48
3.26,2.49
3.28,2.5
3.3,2.51
3.32,2.52
3.34,2.52
3.36,2.54
3.38,2.55
3.4,2.55
3.42,2.56
3.44,2.56
3.46,2.57
3.48,2.59
3.5,2.57
3.52,2.59
3.55,2.6
3.56,2.61
3.58,2.62
3.6,2.62
3.62,2.64
3.64,2.66
3.66,2.68
3.68,2.68
3.7,2.68
3.72,2.7
3.74,2.71
3.76,2.73
3.78,2.73
3.8,2.75
3.82,2.77
3.84,2.78
3.86,2.79
3.88,2.8
3.9,2.81
3.92,2.8
3.94,2.81
3.96,2.82
3.98,2.83
4.0,2.84
4.02,2.85
4.04,2.84
4.06,2.85
4.08,2.86
4.1,2.86
4.12,2.87
4.14,2.89
4.16,2.88
4.18,2.89
4.2,2.92
4.22,2.91
4.24,2.92
4.26,2.94
4.28,2.93
4.3,2.96
4.32,2.97
4.34,2.98
4.36,2.97
4.38,2.99
4.4,3.01
4.42,3.01
4.44,3.03
4.46,3.04
4.48,3.05
4.5,3.07
4.52,3.07
4.54,3.09
4.56,3.09
4.58,3.11
4.6,3.12
4.62,3.14
4.64,3.14
4.66,3.16
4.68,3.16
4.7,3.17
4.72,3.2
4.74,3.2
4.76,3.21
4.78,3.23
4.8,3.23
4.82,3.26
4.84,3.25
4.86,3.27
4.88,3.28
4.9,3.3
4.92,3.3
4.94,3.31
4.96,3.32
4.98,3.34
5.0,3.34
5.02,3.35
5.04,3.36
5.06,3.36
5.08,3.37
5.11,3.38
5.12,3.38
5.14,3.4
5.16,3.4
5.18,3.41
5.2,3.42
5.22,3.43
5.24,3.43
5.26,3.44
5.28,3.46
5.3,3.47
5.32,3.49
5.34,3.5
5.36,3.5
5.38,3.52
5.4,3.53
5.42,3.55
5.44,3.56
5.46,3.59
5.48,3.6
5.5,3.61
5.52,3.62
5.54,3.64
5.56,3.64
5.58,3.66
5.6,3.68
5.62,3.69
5.64,3.71
5.66,3.72
5.68,3.72
5.7,3.73
5.72,3.74
5.74,3.77
5.76,3.77
5.78,3.77
5.8,3.78
5.82,3.78
5.84,3.79
5.86,3.81
5.88,3.81
5.9,3.82
5.92,3.84
5.94,3.83
5.96,3.84
5.98,3.85
6.0,3.85
6.02,3.88
6.04,3.88
6.06,3.89
6.08,3.89
6.1,3.92
6.12,3.91
6.14,3.92
6.16,3.93
6.18,3.95
6.2,3.96
6.22,3.98
6.24,3.99
6.26,4.01
6.28,4.01
6.3,4.02
6.32,4.05
6.34,4.05
6.36,4.06
6.38,4.07
6.4,4.09
6.42,4.09
6.44,4.12
6.46,4.13
6.48,4.15
6.5,4.17
6.52,4.17
6.54,4.19
6.56,4.21
6.58,4.21
6.6,4.22
6.62,4.22
6.64,4.23
6.66,4.23
6.68,4.25
6.7,4.26
6.72,4.26
6.74,4.27
6.76,4.29
6.78,4.28
6.8,4.28
6.82,4.3
6.84,4.31
6.86,4.32
6.88,4.33
6.9,4.33
6.92,4.35
6.95,4.36
6.96,4.37
6.98,4.37
7.0,4.38
7.02,4.39
7.04,4.4
7.06,4.43
7.08,4.44
7.1,4.44
7.12,4.45
7.14,4.47
7.16,4.48
7.18,4.49
7.2,4.52
7.22,4.53
7.24,4.55
7.26,4.56
7.28,4.6
7.3,4.6
7.32,4.62
7.34,4.64
7.36,4.66
7.38,4.67
7.4,4.69
7.42,4.7
7.44,4.72
7.46,4.73
7.48,4.75
7.5,4.77
7.52,4.77
7.54,4.78
7.56,4.78
7.58,4.8
7.6,4.79
7.62,4.81
7.64,4.83
7.66,4.83
7.68,4.83
7.7,4.85
7.72,4.84
7.74,4.86
7.76,4.86
7.78,4.87
7.8,4.89
7.82,4.89
7.84,4.9
