Time (s),Distance (m)
0.0,1.03
0.02,1.04
0.04,1.04
0.06,1.05
0.08,1.05
0.1,1.06
0.12,1.06
0.14,1.07
0.16,1.07
0.18,1.08
0.2,1.08
0.22,1.09
0.24,1.1
0.26,1.1
0.28,1.09
0.31,1.1
0.32,1.11
0.34,1.12
0.36,1.12
0.38,1.13
0.4,1.13
0.42,1.13
0.44,1.14
0.46,1.15
0.48,1.16
0.5,1.16
0.53,1.17
0.54,1.17
0.56,1.18
0.58,1.19
0.6,1.19
0.62,1.21
0.64,1.22
0.67,1.23
0.68,1.24
0.7,1.24
0.73,1.25
0.75,1.26
0.76,1.27
0.78,1.27
0.8,1.28
0.82,1.29
0.84,1.29
0.86,1.3
0.88,1.31
0.91,1.33
0.92,1.33
0.94,1.34
0.96,1.35
0.99,1.37
1.0,1.39
1.03,1.39
1.04,1.4
1.06,1.41
1.08,1.41
1.11,1.42
1.12,1.44
1.14,1.44
1.16,1.45
1.18,1.46
1.2,1.47
1.22,1.48
1.25,1.49
1.27,1.49
1.28,1.51
1.31,1.52
1.32,1.52
1.34,1.54
1.36,1.53
1.38,1.55
1.4,1.55
1.42,1.56
1.44,1.57
1.46,1.57
1.48,1.57
1.5,1.57
1.52,1.58
1.54,1.59
1.56,1.57
1.58,1.58
1.6,1.58
1.62,1.58
1.64,1.58
1.66,1.6
1.68,1.59
1.7,1.61
1.72,1.61
1.74,1.62
1.76,1.62
1.79,1.62
1.8,1.63
1.82,1.64
1.84,1.65
1.87,1.65
1.88,1.66
1.9,1.67
1.92,1.67
1.95,1.68
1.96,1.67
1.98,1.67
2.0,1.68
2.02,1.67
2.04,1.68
2.07,1.69
2.08,1.7
2.1,1.7
2.12,1.72
2.15,1.74
2.16,1.75
2.18,1.74
2.2,1.76
2.22,1.77
2.24,1.78
2.27,1.79
2.28,1.8
2.3,1.8
2.32,1.81
2.34,1.83
2.36,1.84
2.38,1.86
2.4,1.88
2.42,1.88
2.44,1.89
2.46,1.9
2.48,1.91
2.51,1.92
2.52,1.93
2.54,1.94
2.56,1.95
2.58,1.96
2.6,1.97
2.62,1.98
2.64,1.98
2.66,2.0
2.68,2.01
2.71,2.02
2.72,2.03
2.75,2.04
2.76,2.04
2.79,2.04
2.8,2.04
2.82,2.05
2.84,2.05
2.86,2.04
2.88,2.05
2.9,2.06
2.92,2.05
2.95,2.07
2.96,2.07
2.99,2.08
3.0,2.1
3.02,2.11
3.04,2.12
3.06,2.12
3.08,2.13
3.1,2.14
3.12,2.14
3.14,2.15
3.16,2.16
3.19,2.16
3.2,2.16
3.23,2.17
3.24,2.18
3.26,2.19
3.28,2.19
3.3,2.19
3.32,2.2
3.34,2.21
3.37,2.22
3.38,2.23
3.4,2.23
3.42,2.25
3.44,2.27
3.46,2.27
3.48,2.28
3.5,2.29
3.52,2.3
3.55,2.3
3.56,2.31
3.59,2.33
3.6,2.33
3.62,2.34
3.64,2.35
3.67,2.38
3.68,2.38
3.71,2.41
3.72,2.42
3.74,2.43
3.76,2.44
3.78,2.44
3.8,2.45
3.82,2.46
3.85,2.47
3.86,2.48
3.88,2.49
3.9,2.49
3.92,2.51
3.95,2.51
3.96,2.52
3.99,2.54
4.0,2.54
4.02,2.55
4.04,2.55
4.07,2.56
4.08,2.56
4.1,2.56
4.12,2.57
4.14,2.56
4.16,2.57
4.18,2.57
4.2,2.57
4.23,2.57
4.24,2.58
4.26,2.58
4.28,2.59
4.3,2.58
4.32,2.58
4.34,2.59
4.36,2.59
4.38,2.59
4.41,2.6
4.42,2.6
4.44,2.6
4.47,2.61
4.48,2.61
4.5,2.61
4.53,2.61
4.55,2.62
4.56,2.64
4.58,2.62
4.6,2.64
4.63,2.64
4.64,2.65
4.66,2.67
4.68,2.66
4.7,2.68
4.72,2.68
4.74,2.68
4.76,2.69
4.79,2.71
4.8,2.72
4.82,2.72
4.84,2.72
4.86,2.73
4.88,2.74
4.91,2.75
4.92,2.75
4.95,2.76
4.96,2.77
4.98,2.77
5.01,2.78
5.02,2.79
5.04,2.8
5.07,2.81
5.08,2.81
5.1,2.82
5.12,2.82
5.14,2.84
5.16,2.84
5.18,2.85
5.2,2.85
5.22,2.87
5.24,2.88
5.26,2.88
5.28,2.9
5.31,2.91
5.32,2.91
5.34,2.92
5.36,2.93
5.39,2.93
5.4,2.94
5.42,2.93
5.44,2.94
5.46,2.94
5.48,2.94
5.5,2.95
5.52,2.96
5.55,2.97
5.56,2.97
5.58,2.97
5.6,2.97
5.63,2.98
5.64,2.98
5.66,2.98
5.68,3.0
5.71,3.01
5.72,3.02
5.74,3.02
5.76,3.01
5.78,3.01
5.8,3.02
5.83,3.03
5.84,3.05
5.87,3.05
5.88,3.06
5.91,3.05
5.92,3.05
5.94,3.08
5.96,3.08
5.98,3.08
6.0,3.08
6.02,3.09
6.04,3.1
6.06,3.11
6.08,3.1
6.11,3.11
6.12,3.13
6.15,3.14
6.16,3.13
6.18,3.15
6.2,3.16
6.22,3.16
6.24,3.17
6.26,3.19
6.28,3.19
6.31,3.2
6.32,3.22
6.35,3.23
6.36,3.22
6.39,3.24
6.4,3.24
6.42,3.25
6.44,3.29
6.47,3.28
6.48,3.29
6.51,3.31
6.52,3.31
6.54,3.33
6.56,3.32
6.59,3.36
6.6,3.34
6.62,3.36
6.64,3.37
6.67,3.38
6.68,3.38
6.7,3.4
6.72,3.39
6.75,3.4
6.76,3.42
6.78,3.4
6.8,3.43
6.83,3.42
6.84,3.43
6.87,3.43
6.88,3.44
6.9,3.44
6.92,3.46
6.94,3.45
6.96,3.46
6.98,3.47
7.0,3.46
7.02,3.48
7.04,3.48
7.07,3.49
7.08,3.49
7.1,3.51
7.12,3.51
7.14,3.51
7.17,3.5
7.19,3.51
7.2,3.51
7.23,3.53
7.24,3.53
7.26,3.53
7.28,3.54
7.31,3.56
7.32,3.55
7.34,3.58
7.36,3.58
7.39,3.59
7.4,3.6
7.43,3.6
7.44,3.6
7.46,3.62
7.48,3.62
7.51,3.64
7.52,3.65
7.55,3.65
7.56,3.66
7.58,3.68
7.6,3.67
7.63,3.69
7.64,3.69
7.66,3.7
7.68,3.72
7.7,3.72
7.72,3.75
7.74,3.75
7.76,3.76
7.79,3.78
7.8,3.79
7.82,3.8
7.84,3.8
7.87,3.82
7.88,3.82
7.9,3.83
7.92,3.85
7.94,3.87
7.96,3.87
7.99,3.87
8.0,3.89
8.03,3.89
8.04,3.92
8.07,3.89
8.08,3.89
8.1,3.89
8.12,3.9
8.14,3.91
8.16,3.91
8.18,3.91
8.2,3.92
8.23,3.93
8.24,3.92
8.26,3.93
8.28,3.93
8.31,3.95
8.32,3.95
8.34,3.96
8.36,3.97
8.39,3.96
8.4,3.98
8.42,3.98
8.44,3.99
8.47,3.99
8.48,4.01
8.5,4.01
8.52,4.02
8.55,4.02
8.56,4.03
8.58,4.01
8.6,4.03
8.62,4.04
8.64,4.04
8.67,4.05
8.68,4.05
8.71,4.06
8.72,4.07
8.74,4.07
8.76,4.1
8.78,4.1
8.8,4.12
8.82,4.13
8.84,4.14
8.86,4.15
8.88,4.14
8.91,4.17
8.92,4.16
8.94,4.17
8.96,4.18
8.99,4.21
9.0,4.21
9.02,4.21
9.04,4.23
9.07,4.24
9.08,4.24
9.11,4.26
9.12,4.26
9.14,4.26
9.16,4.29
9.18,4.3
9.21,4.3
9.22,4.32
9.24,4.32
9.27,4.35
9.28,4.33
9.31,4.34
9.32,4.35
9.34,4.36
9.36,4.37
9.39,4.38
9.4,4.38
9.42,4.39
9.44,4.39
9.46,4.41
9.48,4.4
9.51,4.42
9.52,4.43
9.55,4.43
9.56,4.43
9.59,4.45
9.6,4.44
9.63,4.44
9.64,4.45
9.66,4.44
9.68,4.46
9.71,4.47
9.72,4.47
9.75,4.47
9.76,4.47
9.78,4.49
9.8,4.49
9.83,4.49
9.84,4.51
9.86,4.49
9.88,4.52
9.9,4.54
9.92,4.54
9.94,4.54
9.96,4.55
9.98,4.54
10.0,4.55
10.02,4.56
10.04,4.57
10.07,4.58
10.08,4.58
10.11,4.59
10.12,4.61
10.14,4.6
10.16,4.63
10.19,4.63
10.2,4.63
10.23,4.65
10.24,4.66
10.26,4.66
10.28,4.67
10.31,4.67
10.32,4.69
10.34,4.7
10.36,4.71
10.38,4.72
10.4,4.71
10.42,4.73
10.44,4.74
10.47,4.75
10.48,4.75
10.51,4.77
10.52,4.78
10.54,4.79
10.56,4.82
10.58,4.81
10.6,4.81
10.62,4.83
10.64,4.83
10.66,4.84
10.68,4.84
10.7,4.86
10.72,4.86
10.74,4.87
10.76,4.87
10.78,4.88
10.8,4.88
10.83,4.89
10.84,4.89
10.86,4.89
10.88,4.91
10.91,4.89
10.92,4.89
10.94,4.91
10.97,4.91
10.98,4.91
11.0,4.92
11.02,4.92
11.04,4.93
11.06,4.93
11.08,4.93
11.1,4.95
11.12,4.95
11.14,4.96
11.16,4.97
11.18,4.96
11.2,4.97
11.22,4.98
11.24,4.97
11.26,4.97
11.29,4.98
11.31,4.99
11.32,5.01
11.35,5.0
11.36,5.0
11.39,5.0
11.4,5.02
11.43,5.03
11.44,5.04
11.47,5.04
11.48,5.04
11.51,5.08
11.52,5.07
11.54,5.09
11.56,5.08
11.58,5.1
11.6,5.11
11.63,5.13
11.64,5.12
11.67,5.15
11.68,5.15
11.71,5.15
11.72,5.18
11.74,5.17
11.76,5.19
11.78,5.2
11.8,5.21
11.83,5.23
11.84,5.22
11.87,5.26
11.88,5.26
11.91,5.27
11.92,5.27
11.95,5.29
11.96,5.31
11.99,5.3
12.0,5.32
12.02,5.31
12.04,5.33
12.06,5.33
12.08,5.33
12.1,5.33
12.12,5.34
12.14,5.34
12.16,5.36
12.19,5.38
12.2,5.36
12.22,5.36
12.24,5.36
12.26,5.39
12.28,5.39
12.31,5.39
12.32,5.39
12.34,5.41
12.36,5.4
12.39,5.41
12.4,5.41
12.42,5.44
12.44,5.44
12.47,5.45
12.48,5.45
12.51,5.46
12.52,5.46
12.54,5.47
12.56,5.48
12.58,5.47
12.6,5.47
12.62,5.5
12.64,5.48
12.66,5.49
12.68,5.49
12.71,5.49
12.72,5.49
12.75,5.51
12.76,5.53
12.78,5.52
12.8,5.54
12.82,5.54
