Time (s),Distance (m)
0.03,1.04
0.04,1.06
0.06,1.08
0.08,1.1
0.1,1.12
0.12,1.15
0.15,1.18
0.16,1.2
0.18,1.24
0.2,1.26
0.23,1.29
0.24,1.32
0.27,1.35
0.28,1.37
0.31,1.42
0.32,1.47
0.34,1.48
0.36,1.51
0.39,1.55
0.4,1.58
0.42,1.59
0.44,1.63
0.46,1.66
0.48,1.68
0.51,1.72
0.52,1.74
0.55,1.78
0.56,1.79
0.58,1.82
0.6,1.86
0.63,1.9
0.64,1.91
0.67,1.94
0.68,1.96
0.7,2.0
0.72,2.03
0.75,2.06
0.76,2.08
0.78,2.13
0.8,2.16
0.82,2.18
0.84,2.23
0.87,2.28
0.88,2.3
0.91,2.33
0.92,2.37
0.94,2.42
0.96,2.46
0.98,2.47
1.0,2.52
1.02,2.54
1.04,2.58
1.06,2.6
1.08,2.64
1.11,2.67
1.12,2.7
1.14,2.72
1.16,2.76
1.18,2.78
1.2,2.8
1.22,2.84
1.24,2.86
1.26,2.89
1.28,2.92
1.3,2.96
1.32,2.99
1.34,3.04
1.36,3.07
1.38,3.1
1.4,3.12
1.42,3.15
1.44,3.19
1.46,3.23
1.48,3.26
1.51,3.32
1.52,3.34
1.54,3.38
1.56,3.41
1.58,3.43
1.6,3.46
1.62,3.51
1.64,3.52
1.66,3.55
1.68,3.57
1.7,3.61
1.72,3.63
1.75,3.66
1.76,3.69
1.79,3.74
1.8,3.76
1.82,3.78
1.84,3.82
1.86,3.88
1.88,3.9
1.91,3.95
1.92,4.0
1.94,4.03
1.96,4.06
1.98,4.07
2.0,4.11
2.03,4.17
2.04,4.18
2.07,4.23
2.08,4.24
2.1,4.27
2.12,4.28
2.14,4.32
2.16,4.34
2.18,4.38
2.2,4.4
2.22,4.43
2.24,4.46
2.26,4.51
2.28,4.52
2.31,4.58
2.32,4.58
2.35,4.63
2.36,4.68
2.38,4.72
2.4,4.76
2.42,4.8
2.44,4.86
2.46,4.87
2.48,4.92
2.51,4.95
2.52,4.98
2.55,5.03
2.56,5.06
2.58,5.08
2.6,5.14
2.62,5.15
2.64,5.2
2.66,5.2
2.68,5.25
2.7,5.27
2.72,5.32
2.74,5.32
2.76,5.36
2.79,5.41
2.8,5.43
2.82,5.46
2.84,5.51
2.86,5.53
2.88,5.56
2.9,5.59
2.92,5.62
2.95,5.69
2.96,5.7
2.99,5.77
3.0,5.78
3.03,5.82
3.04,5.85
3.06,5.86
3.08,5.93
3.1,5.94
3.12,5.96
3.15,6.02
3.16,6.03
3.19,6.07
3.2,6.09
3.23,6.1
3.24,6.13
3.27,6.15
3.28,6.18
3.3,6.22
3.32,6.25
3.34,6.27
3.36,6.32
3.38,6.37
3.4,6.4
3.42,6.46
3.44,6.5
3.46,6.55
3.48,6.57
3.51,6.64
3.52,6.64
3.55,6.7
3.56,6.74
3.58,6.76
3.6,6.81
3.62,6.86
3.64,6.88
3.66,6.9
3.68,6.94
3.7,7.0
3.72,7.02
3.75,7.07
3.76,7.09
3.78,7.1
3.8,7.15
3.82,7.19
3.84,7.23
3.86,7.26
3.88,7.29
3.9,7.33
3.92,7.39
3.95,7.4
3.96,7.43
3.99,7.47
4.0,7.5
4.03,7.52
4.04,7.58
4.07,7.6
4.08,7.63
4.1,7.65
4.12,7.67
4.14,7.69
4.16,7.7
4.18,7.74
4.2,7.79
4.23,7.81
4.24,7.81
4.26,7.85
4.28,7.86
4.31,7.88
4.32,7.92
4.34,7.93
4.36,8.0
4.38,8.0
4.4,8.05
4.42,8.1
4.44,8.14
4.46,8.18
4.48,8.23
4.5,8.26
4.52,8.31
4.55,8.34
4.56,8.36
4.59,8.39
4.6,8.45
4.62,8.49
4.64,8.56
4.66,8.59
4.68,8.61
4.71,8.66
4.72,8.66
4.74,8.72
