Time (s),Distance (m)
0.03,1.05
0.04,1.07
0.06,1.11
0.08,1.14
0.1,1.16
0.12,1.19
0.15,1.22
0.16,1.24
0.19,1.29
0.2,1.31
0.23,1.36
0.24,1.38
0.27,1.44
0.28,1.46
0.31,1.51
0.32,1.54
0.35,1.59
0.36,1.62
0.38,1.66
0.4,1.7
0.43,1.74
0.44,1.76
0.47,1.81
0.48,1.83
0.51,1.89
0.52,1.92
0.55,1.96
0.56,1.98
0.59,2.04
0.6,2.07
0.63,2.11
0.64,2.16
0.67,2.2
0.68,2.24
0.71,2.3
0.72,2.32
0.75,2.37
0.76,2.42
0.79,2.47
0.8,2.48
0.83,2.54
0.84,2.56
0.87,2.6
0.88,2.64
0.91,2.69
0.92,2.73
0.95,2.76
0.96,2.78
0.98,2.83
1.0,2.86
1.03,2.91
1.04,2.94
1.07,2.99
1.08,3.02
1.1,3.07
1.12,3.1
1.15,3.14
1.16,3.17
1.19,3.22
1.2,3.24
1.23,3.31
1.24,3.33
1.27,3.38
1.28,3.38
1.3,3.41
1.32,3.46
1.35,3.5
1.38,3.6
1.4,3.62
1.42,3.67
1.44,3.69
1.47,3.76
1.48,3.77
1.51,3.85
1.52,3.88
1.54,3.94
1.56,3.97
1.58,4.0
1.6,4.05
1.62,4.08
1.64,4.11
1.67,4.17
1.68,4.2
1.71,4.24
1.72,4.27
1.74,4.31
1.76,4.34
1.78,4.38
1.8,4.42
1.82,4.47
1.84,4.49
1.86,4.55
1.88,4.58
1.91,4.64
1.92,4.67
1.95,4.74
1.96,4.78
1.99,4.83
2.0,4.85
2.02,4.88
2.04,4.92
2.07,4.96
2.08,4.99
2.11,5.05
2.12,5.06
2.15,5.11
2.16,5.14
2.19,5.18
2.2,5.19
2.22,5.25
2.24,5.31
2.26,5.32
2.28,5.39
2.3,5.42
2.32,5.48
2.35,5.51
2.36,5.54
2.39,5.58
2.4,5.65
2.42,5.68
2.44,5.71
2.47,5.77
2.48,5.79
2.51,5.83
2.52,5.87
2.55,5.93
2.56,5.93
2.59,5.98
2.6,6.04
2.63,6.05
2.64,6.07
2.67,6.13
2.68,6.14
2.7,6.2
2.72,6.23
2.75,6.3
2.76,6.34
2.79,6.38
2.8,6.41
2.83,6.46
2.84,6.49
2.87,6.53
2.88,6.56
2.91,6.61
2.92,6.64
2.95,6.68
2.96,6.69
2.98,6.75
3.0,6.77
3.03,6.82
3.04,6.85
3.06,6.9
3.08,6.93
3.1,6.96
3.12,7.02
3.15,7.05
3.16,7.1
3.18,7.15
3.2,7.19
3.23,7.24
3.24,7.26
3.27,7.32
3.28,7.33
3.31,7.38
3.32,7.41
3.35,7.44
3.36,7.48
3.38,7.51
3.4,7.54
3.42,7.59
3.44,7.62
3.46,7.67
3.48,7.7
3.51,7.72
3.52,7.77
3.54,7.81
3.56,7.84
3.59,7.92
3.6,7.94
3.63,7.99
3.64,8.02
3.67,8.07
3.68,8.1
3.71,8.14
3.72,8.19
3.74,8.18
3.76,8.25
3.79,8.28
3.8,8.31
3.83,8.32
3.84,8.37
3.87,8.41
3.88,8.43
3.9,8.48
3.92,8.53
3.94,8.56
3.96,8.61
3.98,8.63
4.0,8.67
4.02,8.71
