Time (s),Distance (m)
0.02,1.06
0.05,1.08
0.06,1.12
0.08,1.15
0.1,1.18
0.12,1.2
0.14,1.22
0.16,1.26
0.18,1.3
0.2,1.34
0.22,1.37
0.24,1.42
0.26,1.46
0.28,1.49
0.3,1.54
0.32,1.58
0.34,1.61
0.37,1.66
0.38,1.69
0.41,1.73
0.42,1.74
0.44,1.79
0.46,1.82
0.49,1.85
0.5,1.9
0.52,1.92
0.54,1.97
0.57,2.01
0.58,2.04
0.61,2.07
0.62,2.09
0.64,2.14
0.66,2.18
0.68,2.22
0.7,2.26
0.73,2.31
0.74,2.34
0.76,2.42
0.78,2.45
0.81,2.48
0.82,2.51
0.84,2.56
0.86,2.59
0.88,2.62
0.9,2.67
0.93,2.71
0.94,2.74
0.96,2.77
0.98,2.82
1.01,2.86
1.02,2.88
1.05,2.92
1.06,2.94
1.09,3.0
1.1,3.04
1.13,3.08
1.14,3.11
1.17,3.15
1.18,3.19
1.21,3.24
1.22,3.26
1.24,3.31
1.26,3.35
1.28,3.38
1.3,3.42
1.32,3.46
1.34,3.48
1.36,3.52
1.38,3.56
1.41,3.6
1.42,3.63
1.45,3.66
1.46,3.7
1.48,3.74
1.5,3.79
1.52,3.85
1.54,3.88
1.57,3.94
1.58,3.96
1.6,4.0
1.62,4.05
1.64,4.09
1.66,4.14
1.68,4.19
1.7,4.22
1.72,4.26
1.74,4.31
1.76,4.34
1.78,4.37
1.81,4.42
1.82,4.44
1.84,4.5
1.86,4.53
1.88,4.56
1.9,4.61
1.92,4.64
1.94,4.7
1.96,4.74
1.98,4.79
2.0,4.83
2.02,4.86
2.04,4.91
2.06,4.94
2.09,4.98
2.1,5.02
2.13,5.07
2.14,5.1
2.17,5.15
2.18,5.18
2.2,5.23
2.22,5.26
2.24,5.3
2.26,5.33
2.29,5.39
2.3,5.42
2.33,5.47
2.34,5.51
2.37,5.54
2.38,5.58
2.41,5.64
2.42,5.66
2.44,5.71
2.46,5.76
2.49,5.81
2.5,5.84
2.52,5.87
2.54,5.9
2.57,5.97
2.58,5.99
2.61,6.02
2.62,6.05
2.64,6.11
2.66,6.12
2.68,6.17
2.7,6.21
2.72,6.24
2.74,6.29
2.77,6.34
2.78,6.37
2.81,6.41
2.82,6.44
2.84,6.48
2.86,6.52
2.88,6.57
2.9,6.62
2.92,6.66
2.94,6.69
2.96,6.73
2.98,6.76
3.01,6.8
3.02,6.83
3.05,6.88
3.06,6.91
3.08,6.94
3.1,6.99
3.12,7.01
3.14,7.07
3.16,7.08
3.18,7.12
3.2,7.19
3.22,7.23
3.25,7.29
3.26,7.33
3.28,7.36
3.3,7.38
3.32,7.45
3.34,7.46
3.36,7.52
3.38,7.56
3.4,7.59
3.42,7.62
3.44,7.65
3.46,7.68
3.48,7.73
3.5,7.77
3.53,7.8
3.54,7.85
3.57,7.87
3.58,7.91
3.6,7.96
3.62,8.0
3.64,8.04
3.66,8.08
3.68,8.12
3.7,8.16
3.73,8.21
3.74,8.25
3.77,8.29
3.78,8.32
3.8,8.35
3.82,8.37
3.84,8.41
3.86,8.43
3.88,8.47
3.9,8.49
3.92,8.53
3.94,8.56
3.96,8.59
3.98,8.6
4.01,8.64
4.02,8.7
4.04,8.74
