Time (s),Distance (m)
0.02,1.05
0.04,1.06
0.06,1.11
0.08,1.14
0.1,1.17
0.13,1.2
0.14,1.22
0.16,1.26
0.18,1.29
0.2,1.33
0.22,1.36
0.24,1.41
0.26,1.45
0.28,1.48
0.3,1.53
0.32,1.56
0.34,1.6
0.36,1.64
0.38,1.68
0.4,1.7
0.42,1.73
0.44,1.76
0.46,1.81
0.48,1.83
0.5,1.88
0.52,1.93
0.54,1.95
0.56,1.98
0.58,2.04
0.6,2.06
0.62,2.1
0.64,2.16
0.66,2.19
0.68,2.23
0.7,2.27
0.72,2.31
0.74,2.34
0.76,2.4
0.78,2.45
0.81,2.48
0.82,2.52
0.84,2.55
0.86,2.58
0.88,2.61
0.9,2.65
0.92,2.7
0.94,2.73
0.96,2.77
0.98,2.81
1.0,2.84
1.02,2.87
1.04,2.9
1.06,2.94
1.08,3.0
1.1,3.04
1.12,3.07
1.14,3.1
1.16,3.14
1.18,3.15
1.2,3.2
1.22,3.24
1.24,3.28
1.26,3.32
1.28,3.35
1.3,3.38
1.32,3.41
1.34,3.45
1.37,3.48
1.38,3.52
1.4,3.55
1.42,3.59
1.44,3.62
1.46,3.66
1.49,3.71
1.5,3.73
1.53,3.78
1.54,3.82
1.56,3.86
1.58,3.9
1.6,3.94
1.62,3.99
1.64,4.01
1.66,4.05
1.68,4.1
1.7,4.13
1.72,4.16
1.74,4.2
1.76,4.23
1.78,4.26
1.8,4.3
1.82,4.34
1.84,4.37
1.86,4.4
1.88,4.44
1.9,4.48
1.92,4.51
1.94,4.55
1.96,4.59
1.98,4.62
2.01,4.69
2.02,4.7
2.04,4.77
2.06,4.79
2.09,4.85
2.1,4.88
2.13,4.91
2.14,4.94
2.16,4.97
2.18,5.02
2.2,5.05
2.22,5.06
2.24,5.12
2.26,5.15
2.28,5.19
2.3,5.23
2.32,5.25
2.34,5.27
2.36,5.32
2.38,5.36
2.4,5.4
2.42,5.45
2.44,5.47
2.46,5.52
2.48,5.54
2.5,5.6
2.52,5.63
2.54,5.67
2.57,5.71
2.58,5.74
2.6,5.78
2.62,5.81
2.64,5.84
2.66,5.86
2.68,5.9
2.7,5.93
2.72,5.97
2.74,6.0
2.76,6.05
2.78,6.06
2.8,6.11
2.82,6.15
2.85,6.2
2.86,6.22
2.88,6.26
2.9,6.31
2.93,6.36
2.94,6.39
2.97,6.43
2.98,6.45
3.0,6.48
3.02,6.53
3.04,6.56
3.06,6.59
3.08,6.61
3.1,6.67
3.12,6.7
3.14,6.72
3.16,6.75
3.18,6.8
3.2,6.84
3.22,6.87
3.24,6.87
3.26,6.94
3.28,6.97
3.3,7.02
3.32,7.05
3.34,7.11
3.36,7.11
3.38,7.15
3.4,7.23
3.42,7.24
3.44,7.27
3.46,7.31
3.48,7.34
3.5,7.39
3.53,7.43
3.54,7.45
3.57,7.49
3.58,7.54
3.6,7.56
3.62,7.58
3.64,7.59
3.66,7.66
3.68,7.69
3.7,7.7
3.72,7.74
3.74,7.81
3.76,7.84
3.78,7.86
3.8,7.92
3.82,7.95
3.84,7.98
3.86,8.01
3.88,8.05
3.9,8.08
3.93,8.13
3.94,8.16
3.96,8.18
3.98,8.21
4.0,8.26
4.02,8.26
4.04,8.27
4.06,8.34
4.08,8.34
4.1,8.4
4.12,8.44
4.14,8.47
4.16,8.5
4.18,8.51
4.2,8.55
4.22,8.58
4.24,8.62
4.26,8.68
4.28,8.73
