Time (s),Distance (m)
0.02,1.04
0.04,1.05
0.06,1.07
0.08,1.08
0.1,1.1
0.12,1.12
0.14,1.12
0.16,1.15
0.18,1.16
0.2,1.19
0.22,1.22
0.24,1.25
0.26,1.27
0.28,1.28
0.3,1.31
0.32,1.33
0.34,1.34
0.36,1.36
0.38,1.37
0.4,1.38
0.42,1.41
0.44,1.43
0.46,1.46
0.48,1.48
0.5,1.49
0.52,1.52
0.54,1.54
0.56,1.57
0.58,1.58
0.61,1.59
0.62,1.6
0.64,1.61
0.66,1.64
0.68,1.67
0.7,1.69
0.72,1.7
0.74,1.71
0.76,1.73
0.78,1.75
0.8,1.78
0.82,1.8
0.84,1.82
0.86,1.84
0.88,1.86
0.9,1.9
0.92,1.91
0.94,1.93
0.96,1.96
0.98,1.97
1.0,1.99
1.02,2.03
1.04,2.04
1.06,2.07
1.08,2.08
1.1,2.12
1.12,2.15
1.14,2.17
1.16,2.18
1.18,2.19
1.2,2.21
1.22,2.24
1.24,2.26
1.26,2.28
1.28,2.3
1.3,2.31
1.32,2.33
1.34,2.35
1.36,2.38
1.38,2.4
1.4,2.43
1.42,2.45
1.44,2.46
1.46,2.48
1.49,2.5
1.5,2.52
1.52,2.53
1.54,2.56
1.56,2.57
1.58,2.6
1.6,2.61
1.62,2.63
1.64,2.66
1.66,2.7
1.68,2.71
1.7,2.74
1.72,2.76
1.74,2.78
1.76,2.8
1.78,2.8
1.8,2.82
1.82,2.84
1.84,2.85
1.86,2.88
1.88,2.89
1.9,2.91
1.92,2.93
1.94,2.94
1.96,2.96
1.98,2.97
2.0,3.0
2.02,3.03
2.04,3.05
2.06,3.06
2.08,3.08
2.1,3.09
2.12,3.11
2.14,3.12
2.16,3.14
2.18,3.16
2.2,3.18
2.22,3.21
2.24,3.24
2.26,3.27
2.28,3.29
2.3,3.31
2.32,3.34
2.34,3.37
2.36,3.38
2.38,3.4
2.4,3.42
2.42,3.44
2.44,3.47
2.46,3.47
2.48,3.5
2.5,3.51
2.52,3.53
2.54,3.55
2.56,3.6
2.58,3.6
2.6,3.62
2.62,3.64
2.64,3.62
2.66,3.66
2.68,3.68
2.7,3.69
2.72,3.71
2.74,3.74
2.76,3.76
2.78,3.79
2.8,3.81
2.82,3.83
2.84,3.86
2.86,3.87
2.88,3.92
2.9,3.95
2.92,3.96
2.94,4.0
2.96,4.01
2.98,4.03
3.0,4.06
3.02,4.07
3.04,4.09
3.06,4.12
3.08,4.14
3.1,4.17
3.12,4.18
3.14,4.2
3.16,4.23
3.18,4.25
3.2,4.27
3.22,4.3
3.24,4.3
3.26,4.33
3.28,4.33
3.3,4.36
3.32,4.38
3.34,4.39
3.36,4.41
3.38,4.44
3.4,4.45
3.42,4.48
3.44,4.52
3.46,4.55
3.48,4.57
3.5,4.6
3.52,4.63
3.54,4.65
3.56,4.68
3.58,4.71
3.6,4.74
3.62,4.76
3.64,4.77
3.66,4.8
3.68,4.83
3.7,4.84
3.72,4.88
3.74,4.9
3.76,4.92
3.78,4.92
3.8,4.96
3.82,4.96
3.84,5.0
3.86,5.0
3.88,5.0
3.9,5.02
3.92,5.04
3.94,5.06
3.96,5.07
3.98,5.12
4.0,5.12
4.02,5.14
4.04,5.15
4.06,5.2
4.08,5.21
4.1,5.22
4.12,5.24
4.14,5.28
4.16,5.29
4.18,5.32
4.2,5.35
4.22,5.38
4.24,5.41
4.26,5.45
4.28,5.45
4.3,5.47
4.32,5.5
4.34,5.51
4.36,5.55
4.38,5.55
4.4,5.57
4.42,5.6
4.44,5.61
4.46,5.63
4.48,5.65
4.5,5.67
4.52,5.7
4.54,5.69
4.56,5.73
4.58,5.74
4.6,5.77
4.62,5.77
4.64,5.77
4.66,5.83
4.68,5.84
4.7,5.85
4.72,5.89
4.74,5.92
4.76,5.94
4.78,5.96
4.8,6.01
4.82,6.03
4.84,6.05
4.86,6.07
4.88,6.09
4.9,6.1
4.92,6.12
4.94,6.15
4.96,6.17
4.98,6.2
5.0,6.2
5.02,6.21
5.04,6.24
5.06,6.26
5.08,6.27
5.1,6.3
5.12,6.31
5.14,6.34
5.16,6.35
5.18,6.36
5.2,6.39
5.22,6.39
5.24,6.4
5.26,6.42
5.28,6.45
5.3,6.47
5.32,6.49
5.34,6.51
5.36,6.54
5.38,6.58
5.4,6.6
5.42,6.61
5.44,6.63
5.46,6.67
5.48,6.7
5.5,6.73
5.52,6.77
5.54,6.77
5.56,6.79
5.58,6.8
5.6,6.82
5.62,6.84
5.64,6.87
5.66,6.91
5.68,6.91
5.7,6.95
5.72,6.99
5.74,6.99
5.76,7.01
5.78,7.04
5.8,7.04
5.82,7.05
5.84,7.06
5.86,7.08
5.88,7.08
5.9,7.11
5.92,7.13
5.94,7.16
5.96,7.16
5.98,7.23
6.0,7.23
6.02,7.26
6.04,7.29
6.06,7.31
6.08,7.35
6.1,7.38
6.12,7.39
6.14,7.4
6.16,7.43
6.18,7.44
6.2,7.45
6.22,7.47
6.24,7.47
6.26,7.53
6.28,7.52
6.3,7.53
6.32,7.55
6.34,7.57
6.36,7.58
6.38,7.62
6.4,7.62
6.42,7.64
6.44,7.64
6.46,7.68
6.48,7.69
6.5,7.7
6.52,7.71
6.54,7.74
6.56,7.76
6.58,7.77
6.6,7.8
6.62,7.87
6.64,7.86
6.66,7.87
6.68,7.91
6.7,7.92
6.72,7.95
6.74,7.97
6.76,8.03
6.78,8.0
6.8,8.08
6.82,8.1
6.84,8.12
6.86,8.11
6.88,8.17
6.9,8.15
6.92,8.18
6.94,8.19
6.96,8.21
6.98,8.25
7.0,8.29
7.02,8.3
7.04,8.33
7.06,8.33
7.08,8.32
7.1,8.36
7.12,8.38
7.14,8.4
7.16,8.4
7.18,8.43
7.2,8.46
7.22,8.48
7.24,8.48
7.26,8.51
7.28,8.54
7.3,8.57
7.32,8.58
7.34,8.6
7.36,8.61
7.38,8.65
7.4,8.66
7.42,8.69
7.44,8.69
