Time (s),Distance (m)
0.02,1.04
0.04,1.05
0.06,1.08
0.08,1.09
0.1,1.09
0.12,1.1
0.15,1.13
0.16,1.15
0.19,1.18
0.2,1.2
0.22,1.23
0.24,1.24
0.26,1.26
0.28,1.27
0.3,1.28
0.32,1.3
0.34,1.31
0.36,1.34
0.38,1.35
0.4,1.37
0.42,1.38
0.44,1.39
0.47,1.42
0.48,1.43
0.5,1.45
0.52,1.47
0.54,1.48
0.56,1.5
0.58,1.51
0.6,1.52
0.62,1.54
0.64,1.55
0.66,1.57
0.68,1.58
0.71,1.6
0.72,1.61
0.75,1.64
0.76,1.65
0.79,1.68
0.8,1.7
0.83,1.71
0.84,1.71
0.87,1.75
0.88,1.76
0.9,1.78
0.92,1.79
0.94,1.81
0.96,1.83
0.98,1.86
1.0,1.89
1.02,1.9
1.04,1.92
1.07,1.94
1.08,1.95
1.1,1.97
1.12,1.99
1.14,2.0
1.16,2.02
1.18,2.04
1.2,2.04
1.22,2.05
1.24,2.07
1.27,2.08
1.28,2.11
1.31,2.13
1.32,2.15
1.34,2.16
1.36,2.17
1.38,2.19
1.4,2.19
1.43,2.21
1.44,2.22
1.46,2.23
1.48,2.26
1.5,2.28
1.52,2.29
1.54,2.3
1.56,2.32
1.58,2.33
1.6,2.36
1.63,2.41
1.64,2.44
1.66,2.45
1.68,2.47
1.71,2.49
1.72,2.5
1.74,2.52
1.76,2.54
1.78,2.55
1.8,2.57
1.82,2.58
1.84,2.59
1.87,2.61
1.88,2.63
1.91,2.66
1.92,2.68
1.94,2.69
1.96,2.72
1.99,2.73
2.0,2.73
2.02,2.75
2.04,2.76
2.06,2.76
2.08,2.77
2.11,2.79
2.12,2.8
2.14,2.82
2.16,2.82
2.18,2.84
2.2,2.84
2.22,2.85
2.24,2.87
2.26,2.9
2.28,2.92
2.3,2.94
2.32,2.95
2.34,2.98
2.36,2.99
2.38,3.02
2.4,3.04
2.43,3.07
2.44,3.08
2.47,3.11
2.48,3.1
2.5,3.13
2.52,3.16
2.54,3.17
2.56,3.18
2.58,3.2
2.6,3.22
2.62,3.25
2.64,3.25
2.66,3.28
2.68,3.29
2.7,3.3
2.72,3.32
2.74,3.33
2.76,3.35
2.79,3.37
2.8,3.37
2.82,3.4
2.84,3.41
2.86,3.41
2.88,3.43
2.9,3.44
2.92,3.45
2.95,3.48
2.96,3.49
2.98,3.51
3.0,3.54
3.03,3.56
3.04,3.57
3.07,3.61
3.08,3.61
3.1,3.62
3.12,3.64
3.14,3.66
3.16,3.69
3.18,3.7
3.2,3.71
3.22,3.73
3.24,3.76
3.26,3.77
3.28,3.77
3.31,3.78
3.32,3.8
3.34,3.82
3.36,3.85
3.38,3.86
3.4,3.87
3.42,3.88
3.44,3.91
3.46,3.93
3.48,3.93
3.5,3.93
3.52,3.96
3.54,3.97
3.56,3.98
3.58,4.0
3.6,4.01
3.62,4.02
3.64,4.04
3.66,4.04
3.68,4.06
3.7,4.07
3.72,4.09
3.74,4.1
3.76,4.13
3.78,4.14
3.8,4.16
3.82,4.18
3.84,4.19
3.86,4.22
3.88,4.25
3.9,4.25
3.92,4.27
3.94,4.28
3.96,4.31
3.98,4.32
4.0,4.35
4.02,4.35
4.04,4.37
4.06,4.38
4.08,4.42
4.1,4.43
4.12,4.44
4.15,4.44
4.16,4.46
4.18,4.48
4.2,4.49
4.22,4.5
4.24,4.53
4.26,4.55
4.28,4.55
4.31,4.56
4.32,4.58
4.34,4.6
4.36,4.61
4.38,4.63
4.4,4.64
4.42,4.67
4.44,4.67
4.47,4.69
4.48,4.7
4.5,4.73
4.52,4.75
4.54,4.78
4.56,4.8
4.58,4.8
4.6,4.82
4.62,4.87
4.64,4.87
4.67,4.88
4.68,4.89
4.7,4.93
4.72,4.96
4.74,4.96
4.76,4.98
4.78,4.98
4.8,4.99
4.83,5.01
4.84,5.02
4.86,5.04
4.88,5.05
4.9,5.07
4.92,5.09
4.94,5.1
4.96,5.14
4.98,5.14
5.0,5.15
5.02,5.16
5.04,5.17
5.06,5.18
5.08,5.2
5.1,5.21
5.12,5.21
5.14,5.23
5.16,5.25
5.18,5.27
5.2,5.26
5.23,5.3
5.24,5.31
5.26,5.34
5.28,5.36
5.31,5.38
5.32,5.38
5.34,5.43
5.36,5.44
5.38,5.48
5.4,5.47
5.42,5.48
5.44,5.5
5.46,5.53
5.48,5.55
5.5,5.57
5.52,5.59
5.54,5.59
5.56,5.61
5.59,5.63
5.6,5.64
5.62,5.63
5.64,5.68
5.66,5.71
5.68,5.69
5.7,5.71
5.72,5.73
5.74,5.75
5.76,5.76
5.78,5.77
5.8,5.8
5.82,5.8
5.84,5.83
5.86,5.82
5.88,5.83
5.9,5.85
5.92,5.87
5.95,5.89
5.96,5.89
5.98,5.91
6.0,5.95
6.02,5.96
6.04,5.97
6.06,6.0
6.08,6.03
6.11,6.04
6.12,6.06
6.14,6.09
6.16,6.1
6.18,6.12
6.2,6.12
6.23,6.14
6.24,6.16
6.26,6.2
6.28,6.2
6.3,6.23
6.32,6.24
6.34,6.26
6.36,6.27
6.38,6.29
6.4,6.28
6.42,6.29
6.44,6.31
6.46,6.34
6.48,6.36
6.51,6.36
6.52,6.38
6.55,6.4
6.56,6.42
6.58,6.42
6.6,6.44
6.62,6.44
6.64,6.47
6.66,6.48
6.68,6.51
6.7,6.53
6.72,6.55
6.74,6.57
6.76,6.57
6.78,6.6
6.8,6.6
6.82,6.64
6.84,6.67
6.86,6.69
6.88,6.7
6.9,6.73
6.92,6.76
6.94,6.75
6.96,6.77
6.98,6.78
7.0,6.83
7.03,6.83
7.04,6.86
7.06,6.86
7.08,6.86
7.11,6.86
7.12,6.88
7.14,6.9
7.16,6.89
7.18,6.92
7.2,6.94
7.22,6.94
7.24,6.96
7.26,6.98
7.28,6.98
7.3,6.99
7.32,7.02
7.34,7.01
7.36,7.03
7.38,7.06
7.4,7.08
7.43,7.1
7.44,7.11
7.46,7.12
7.48,7.14
7.5,7.18
7.52,7.2
7.54,7.23
7.56,7.24
7.59,7.26
7.6,7.27
7.62,7.3
7.64,7.31
7.67,7.34
7.68,7.33
7.71,7.36
7.72,7.36
7.74,7.39
7.76,7.41
7.79,7.42
7.8,7.47
7.83,7.46
7.84,7.47
7.87,7.48
7.88,7.49
7.91,7.53
7.92,7.54
7.95,7.58
7.96,7.56
7.99,7.56
8.0,7.56
8.02,7.6
8.04,7.59
8.06,7.62
8.08,7.65
8.1,7.66
8.12,7.66
8.14,7.69
8.16,7.68
8.18,7.71
8.2,7.72
8.22,7.75
8.24,7.77
8.26,7.78
8.28,7.8
8.3,7.83
8.32,7.87
8.35,7.88
8.36,7.87
8.39,7.92
8.4,7.94
8.42,7.95
8.44,7.97
8.46,7.97
8.48,8.0
