Time (s),Distance (m)
0.02,1.04
0.04,1.04
0.06,1.07
0.08,1.07
0.1,1.08
0.12,1.11
0.14,1.13
0.16,1.16
0.18,1.17
0.2,1.19
0.22,1.19
0.24,1.2
0.26,1.23
0.28,1.24
0.3,1.26
0.32,1.29
0.34,1.31
0.36,1.32
0.38,1.33
0.4,1.35
0.42,1.36
0.44,1.38
0.46,1.4
0.48,1.43
0.5,1.44
0.52,1.45
0.54,1.46
0.56,1.48
0.58,1.49
0.6,1.51
0.62,1.51
0.64,1.54
0.66,1.55
0.68,1.57
0.7,1.58
0.72,1.59
0.74,1.63
0.76,1.65
0.78,1.66
0.8,1.67
0.82,1.69
0.84,1.72
0.86,1.75
0.88,1.76
0.9,1.79
0.92,1.79
0.94,1.83
0.96,1.86
0.98,1.89
1.0,1.91
1.02,1.94
1.04,1.93
1.06,1.96
1.08,1.97
1.1,1.98
1.13,2.02
1.14,2.02
1.17,2.05
1.18,2.05
1.21,2.07
1.22,2.08
1.24,2.09
1.26,2.12
1.28,2.14
1.3,2.16
1.32,2.18
1.34,2.19
1.36,2.2
1.38,2.22
1.4,2.24
1.42,2.26
1.45,2.28
1.46,2.29
1.48,2.31
1.5,2.32
1.52,2.35
1.54,2.37
1.56,2.4
1.58,2.41
1.6,2.43
1.62,2.44
1.65,2.46
1.66,2.47
1.68,2.49
1.7,2.51
1.73,2.53
1.74,2.53
1.76,2.55
1.78,2.56
1.8,2.58
1.82,2.59
1.84,2.6
1.86,2.61
1.88,2.62
1.9,2.63
1.92,2.65
1.94,2.67
1.96,2.7
1.98,2.71
2.0,2.73
2.02,2.75
2.04,2.77
2.06,2.78
2.09,2.8
2.1,2.8
2.12,2.83
2.14,2.85
2.16,2.86
2.18,2.9
2.2,2.91
2.22,2.93
2.24,2.95
2.26,2.98
2.28,2.98
2.3,3.01
2.32,3.03
2.34,3.04
2.36,3.06
2.38,3.08
2.4,3.09
2.42,3.1
2.44,3.12
2.46,3.11
2.48,3.13
2.5,3.14
2.52,3.17
2.54,3.17
2.56,3.19
2.58,3.21
2.6,3.22
2.62,3.25
2.64,3.26
2.66,3.28
2.68,3.31
2.7,3.34
2.73,3.34
2.74,3.36
2.76,3.38
2.78,3.39
2.81,3.41
2.82,3.42
2.84,3.44
2.86,3.45
2.88,3.46
2.9,3.48
2.92,3.5
2.94,3.5
2.97,3.53
2.98,3.55
3.0,3.56
3.02,3.58
3.04,3.6
3.06,3.61
3.08,3.62
3.1,3.66
3.12,3.66
3.14,3.67
3.16,3.69
3.18,3.7
3.2,3.71
3.22,3.73
3.24,3.75
3.26,3.78
3.28,3.8
3.3,3.81
3.32,3.83
3.34,3.85
3.36,3.87
3.38,3.88
3.4,3.91
3.42,3.94
3.44,3.95
3.46,3.96
3.49,3.98
3.5,3.99
3.52,4.03
3.54,4.03
3.56,4.05
3.58,4.06
3.6,4.08
3.62,4.09
3.64,4.12
3.66,4.13
3.68,4.14
3.7,4.15
3.72,4.18
3.74,4.19
3.76,4.19
3.78,4.23
3.8,4.23
3.82,4.24
3.84,4.26
3.86,4.28
3.88,4.3
3.9,4.32
3.92,4.32
3.94,4.36
3.96,4.36
3.98,4.38
4.0,4.4
4.02,4.42
4.04,4.44
4.06,4.46
4.08,4.49
4.1,4.48
4.12,4.5
4.14,4.5
4.17,4.55
4.18,4.55
4.2,4.56
4.22,4.58
4.24,4.6
4.26,4.61
4.28,4.62
4.3,4.63
4.32,4.66
4.34,4.68
4.36,4.7
4.38,4.72
4.4,4.73
4.42,4.75
4.44,4.77
4.46,4.77
4.48,4.79
4.5,4.83
4.53,4.84
4.54,4.86
4.56,4.87
4.58,4.9
4.61,4.93
4.62,4.95
4.64,4.96
4.66,4.96
4.68,5.01
4.7,5.01
4.72,5.02
4.74,5.04
4.76,5.06
4.78,5.08
4.8,5.1
4.82,5.11
4.84,5.14
4.86,5.15
4.88,5.16
4.9,5.17
4.92,5.18
4.94,5.2
4.97,5.22
4.98,5.24
5.0,5.25
5.02,5.26
5.04,5.28
5.06,5.29
5.08,5.31
5.1,5.32
5.12,5.34
5.14,5.35
5.16,5.37
5.18,5.39
5.2,5.42
5.22,5.41
5.24,5.45
5.26,5.47
5.28,5.47
5.3,5.5
5.32,5.52
5.34,5.51
5.36,5.54
5.38,5.56
5.4,5.57
5.42,5.57
5.44,5.61
5.46,5.63
5.48,5.62
5.5,5.64
5.52,5.64
5.54,5.67
5.56,5.69
5.58,5.72
5.6,5.71
5.62,5.74
5.64,5.75
5.66,5.77
5.68,5.79
5.7,5.8
5.72,5.81
5.74,5.82
5.76,5.85
5.78,5.84
5.8,5.88
5.82,5.89
5.84,5.9
5.86,5.92
5.88,5.95
5.9,5.99
5.92,6.01
5.94,6.01
5.96,6.05
5.98,6.06
6.0,6.07
6.02,6.08
6.04,6.1
6.06,6.1
6.08,6.12
6.1,6.13
6.12,6.14
6.14,6.16
6.16,6.18
6.18,6.19
6.2,6.22
6.22,6.22
6.24,6.22
6.26,6.25
6.28,6.26
6.3,6.29
6.32,6.3
6.34,6.34
6.36,6.35
6.38,6.36
6.4,6.37
6.42,6.4
6.44,6.42
6.46,6.42
6.48,6.44
6.5,6.46
6.52,6.47
6.54,6.48
6.56,6.52
6.58,6.53
6.6,6.54
6.62,6.55
6.64,6.57
6.66,6.59
6.68,6.58
6.7,6.6
6.72,6.63
6.74,6.65
6.76,6.66
6.78,6.66
6.8,6.7
6.82,6.71
6.84,6.72
6.86,6.74
6.88,6.74
6.9,6.76
6.92,6.78
6.94,6.78
6.96,6.8
6.98,6.83
7.0,6.85
7.02,6.88
7.04,6.9
7.06,6.9
7.08,6.92
7.1,6.95
7.12,6.96
7.14,6.99
7.16,6.98
7.18,7.01
7.2,7.04
7.22,7.06
7.24,7.06
7.26,7.07
7.28,7.1
7.3,7.14
7.32,7.14
7.34,7.14
7.36,7.15
7.38,7.18
7.4,7.19
