Time (s),Distance (m)
0.02,1.04
0.04,1.05
0.06,1.05
0.08,1.07
0.1,1.08
0.12,1.1
0.14,1.12
0.16,1.14
0.18,1.14
0.2,1.16
0.22,1.18
0.24,1.19
0.26,1.21
0.28,1.21
0.3,1.23
0.32,1.25
0.34,1.27
0.36,1.3
0.38,1.31
0.4,1.32
0.42,1.33
0.44,1.34
0.46,1.36
0.49,1.38
0.5,1.4
0.52,1.41
0.54,1.43
0.56,1.44
0.58,1.45
0.6,1.47
0.62,1.48
0.65,1.5
0.66,1.5
0.68,1.52
0.7,1.54
0.72,1.54
0.74,1.57
0.76,1.58
0.78,1.61
0.81,1.64
0.82,1.65
0.85,1.68
0.86,1.68
0.88,1.7
0.9,1.71
0.92,1.73
0.94,1.75
0.96,1.77
0.98,1.78
1.0,1.8
1.02,1.82
1.04,1.84
1.06,1.87
1.08,1.89
1.1,1.9
1.13,1.92
1.14,1.93
1.16,1.95
1.18,1.95
1.2,1.97
1.22,1.98
1.24,2.01
1.26,2.02
1.28,2.03
1.3,2.03
1.32,2.04
1.34,2.06
1.36,2.09
1.38,2.12
1.41,2.13
1.42,2.15
1.45,2.16
1.46,2.19
1.48,2.2
1.5,2.21
1.52,2.23
1.54,2.26
1.56,2.27
1.58,2.29
1.6,2.3
1.62,2.32
1.64,2.33
1.66,2.36
1.68,2.39
1.7,2.4
1.72,2.43
1.74,2.45
1.76,2.46
1.78,2.47
1.8,2.48
1.82,2.5
1.84,2.51
1.86,2.52
1.88,2.53
1.9,2.54
1.92,2.56
1.94,2.57
1.97,2.58
1.98,2.58
2.0,2.57
2.02,2.6
2.04,2.6
2.06,2.62
2.08,2.63
2.1,2.65
2.12,2.66
2.14,2.69
2.16,2.72
2.18,2.73
2.2,2.74
2.22,2.76
2.24,2.77
2.26,2.78
2.28,2.8
2.3,2.82
2.32,2.84
2.34,2.85
2.36,2.88
2.38,2.89
2.4,2.91
2.42,2.93
2.44,2.94
2.46,2.95
2.48,2.98
2.5,2.99
2.52,2.99
2.54,3.02
2.56,3.03
2.58,3.05
2.61,3.07
2.62,3.08
2.64,3.09
2.66,3.11
2.68,3.11
2.7,3.12
2.72,3.12
2.74,3.14
2.76,3.16
2.78,3.17
2.8,3.2
2.82,3.23
2.84,3.23
2.86,3.25
2.88,3.25
2.9,3.28
2.92,3.3
2.94,3.32
2.96,3.33
2.98,3.35
3.0,3.36
3.02,3.37
3.04,3.38
3.06,3.39
3.08,3.4
3.1,3.42
3.12,3.42
3.14,3.44
3.16,3.45
3.18,3.46
3.2,3.48
3.22,3.5
3.24,3.5
3.26,3.52
3.28,3.54
3.3,3.56
3.32,3.58
3.34,3.59
3.36,3.59
3.38,3.62
3.4,3.63
3.42,3.66
3.44,3.65
3.46,3.67
3.48,3.68
3.5,3.7
3.52,3.72
3.54,3.74
3.56,3.78
3.58,3.8
3.6,3.81
3.62,3.83
3.64,3.84
3.66,3.86
3.68,3.87
3.7,3.9
3.72,3.91
3.74,3.93
3.76,3.94
3.78,3.96
3.8,3.98
3.82,3.98
3.84,4.0
3.86,4.02
3.88,4.03
3.9,4.03
3.92,4.06
3.94,4.06
3.96,4.07
3.98,4.08
4.0,4.1
4.02,4.11
4.04,4.14
4.06,4.16
4.08,4.18
4.1,4.2
4.12,4.21
4.14,4.23
4.16,4.24
4.18,4.27
4.2,4.26
4.22,4.3
4.25,4.31
4.26,4.33
4.28,4.33
4.3,4.36
4.32,4.35
4.34,4.37
4.36,4.38
4.38,4.42
4.4,4.42
4.42,4.44
4.44,4.46
4.46,4.47
4.48,4.5
4.5,4.51
4.52,4.51
4.54,4.53
4.56,4.55
4.58,4.55
4.6,4.56
4.62,4.57
4.64,4.6
4.66,4.63
4.68,4.63
4.7,4.66
4.72,4.67
4.74,4.68
4.76,4.7
4.78,4.73
4.8,4.74
4.82,4.75
4.84,4.78
4.86,4.81
4.88,4.83
4.9,4.85
4.92,4.86
4.94,4.86
4.96,4.88
4.98,4.89
5.0,4.9
5.02,4.91
5.04,4.93
5.06,4.95
5.08,4.95
5.1,4.97
5.12,4.99
5.14,4.99
5.16,5.0
5.18,5.01
5.2,5.04
5.22,5.05
5.24,5.06
5.26,5.08
5.28,5.09
5.3,5.11
5.32,5.12
5.34,5.13
5.36,5.15
5.38,5.17
5.4,5.19
5.42,5.19
5.44,5.22
5.46,5.23
5.48,5.24
5.5,5.26
5.53,5.27
5.54,5.28
5.56,5.3
5.58,5.3
5.6,5.33
5.62,5.35
5.64,5.36
5.66,5.37
5.68,5.39
5.7,5.38
5.72,5.43
5.74,5.41
5.76,5.45
5.78,5.44
5.8,5.48
5.82,5.47
5.84,5.5
5.86,5.51
5.88,5.54
5.9,5.53
5.92,5.55
5.94,5.56
5.96,5.57
5.98,5.6
6.0,5.62
6.02,5.63
6.04,5.65
6.06,5.66
6.08,5.67
6.1,5.71
6.12,5.73
6.14,5.72
6.16,5.76
6.18,5.78
6.2,5.79
6.22,5.81
6.24,5.83
6.26,5.84
6.28,5.84
6.3,5.86
6.32,5.87
6.34,5.89
6.36,5.89
6.38,5.92
6.4,5.93
6.42,5.93
6.44,5.95
6.46,5.96
6.48,6.0
6.5,5.99
6.52,6.0
6.54,6.02
6.56,6.04
6.58,6.06
6.6,6.06
6.62,6.09
6.64,6.11
6.66,6.11
6.68,6.13
6.7,6.14
6.72,6.17
6.74,6.16
6.76,6.2
6.78,6.2
6.8,6.23
6.82,6.25
6.84,6.26
6.86,6.26
6.88,6.28
6.9,6.3
6.92,6.34
6.94,6.34
6.96,6.36
6.98,6.38
7.0,6.39
7.02,6.41
7.04,6.41
7.06,6.41
7.08,6.43
7.1,6.44
7.12,6.44
7.14,6.48
7.16,6.48
7.18,6.5
7.2,6.51
7.22,6.52
7.24,6.55
7.26,6.54
7.28,6.55
7.3,6.58
7.32,6.59
7.34,6.62
7.36,6.61
7.38,6.65
7.4,6.67
7.42,6.67
7.44,6.69
7.46,6.71
7.48,6.74
7.5,6.76
7.52,6.75
7.54,6.77
7.56,6.79
7.58,6.81
7.6,6.82
7.62,6.83
7.64,6.82
7.66,6.86
7.68,6.85
7.7,6.88
7.72,6.9
7.74,6.88
7.76,6.91
7.78,6.94
7.8,6.96
7.82,6.94
7.84,6.97
7.86,6.97
7.88,6.99
7.9,7.0
7.92,7.02
7.94,7.03
7.96,7.04
7.98,7.03
8.0,7.09
8.02,7.11
8.04,7.12
8.06,7.13
8.08,7.14
8.1,7.18
8.12,7.19
8.14,7.19
8.16,7.21
8.18,7.24
8.2,7.25
8.22,7.27
8.24,7.27
8.26,7.3
8.28,7.3
8.3,7.3
8.32,7.34
8.34,7.32
8.36,7.34
8.38,7.36
8.4,7.38
8.42,7.39
8.44,7.41
8.46,7.38
8.48,7.41
