Time (s),Distance (m)
0.02,1.03
0.04,1.04
0.06,1.05
0.08,1.06
0.1,1.07
0.12,1.08
0.14,1.09
0.16,1.11
0.18,1.13
0.2,1.14
0.22,1.17
0.24,1.19
0.26,1.2
0.28,1.2
0.3,1.22
0.32,1.23
0.34,1.25
0.36,1.27
0.38,1.29
0.4,1.31
0.42,1.31
0.44,1.34
0.46,1.35
0.48,1.38
0.5,1.4
0.52,1.43
0.54,1.44
0.56,1.44
0.58,1.45
0.6,1.47
0.62,1.49
0.64,1.51
0.66,1.53
0.68,1.54
0.7,1.57
0.72,1.58
0.74,1.62
0.76,1.63
0.78,1.63
0.8,1.67
0.82,1.69
0.84,1.71
0.86,1.72
0.89,1.74
0.9,1.75
0.92,1.78
0.94,1.79
0.96,1.81
0.98,1.82
1.0,1.84
1.02,1.89
1.04,1.9
1.06,1.92
1.08,1.93
1.1,1.95
1.12,1.96
1.14,1.96
1.16,1.99
1.18,2.0
1.2,2.02
1.22,2.05
1.24,2.06
1.26,2.09
1.28,2.11
1.3,2.16
1.32,2.17
1.34,2.19
1.36,2.21
1.38,2.22
1.4,2.25
1.42,2.27
1.44,2.3
1.46,2.32
1.48,2.32
1.5,2.34
1.52,2.37
1.54,2.39
1.56,2.42
1.58,2.44
1.6,2.46
1.62,2.47
1.64,2.49
1.66,2.5
1.68,2.52
1.7,2.54
1.72,2.55
1.74,2.56
1.76,2.58
1.78,2.58
1.8,2.61
1.82,2.63
1.84,2.65
1.86,2.66
1.88,2.7
1.9,2.72
1.92,2.74
1.94,2.76
1.96,2.77
1.98,2.79
2.0,2.82
2.02,2.83
2.04,2.85
2.06,2.87
2.08,2.87
2.1,2.9
2.12,2.91
2.14,2.94
2.16,2.94
2.18,2.96
2.2,2.98
2.22,3.01
2.24,3.02
2.26,3.06
2.28,3.06
2.3,3.09
2.32,3.1
2.34,3.11
2.36,3.13
2.38,3.15
2.4,3.16
2.42,3.19
2.44,3.21
2.46,3.24
2.48,3.25
2.5,3.28
2.52,3.3
2.54,3.32
2.56,3.33
2.58,3.36
2.6,3.37
2.62,3.38
2.64,3.41
2.66,3.42
2.68,3.43
2.7,3.45
2.72,3.47
2.74,3.49
2.76,3.5
2.78,3.51
2.8,3.53
2.82,3.55
2.84,3.57
2.86,3.59
2.88,3.61
2.9,3.64
2.92,3.64
2.94,3.67
2.96,3.69
2.98,3.7
3.0,3.72
3.02,3.75
3.04,3.77
3.06,3.79
3.08,3.81
3.1,3.83
3.12,3.85
3.14,3.88
3.16,3.89
3.18,3.92
3.2,3.92
3.22,3.96
3.24,3.97
3.26,3.98
3.28,4.0
3.3,4.01
3.32,4.02
3.34,4.05
3.36,4.06
3.38,4.07
3.4,4.09
3.42,4.11
3.44,4.12
3.46,4.14
3.49,4.16
3.5,4.18
3.52,4.2
3.54,4.2
3.56,4.23
3.58,4.25
3.6,4.25
3.62,4.29
3.64,4.32
3.66,4.33
3.68,4.35
3.7,4.36
3.72,4.39
3.74,4.41
3.76,4.41
3.78,4.45
3.8,4.46
3.82,4.47
3.84,4.49
3.86,4.51
3.88,4.52
3.9,4.55
3.92,4.57
3.94,4.58
3.96,4.59
3.98,4.61
4.0,4.63
4.02,4.64
4.04,4.65
4.06,4.67
4.08,4.69
4.1,4.7
4.12,4.72
4.14,4.74
4.16,4.77
4.18,4.77
4.2,4.8
4.22,4.83
4.24,4.87
4.26,4.87
4.28,4.88
4.3,4.9
4.32,4.93
4.34,4.94
4.36,4.96
4.38,4.96
4.41,4.98
4.42,5.0
4.44,5.01
4.46,5.03
4.48,5.04
4.5,5.05
4.52,5.06
4.54,5.09
4.56,5.08
4.58,5.1
4.6,5.12
4.62,5.14
4.64,5.16
4.66,5.18
4.68,5.19
4.7,5.21
4.72,5.22
4.74,5.26
4.76,5.27
4.78,5.29
4.8,5.3
4.82,5.32
4.84,5.34
4.86,5.38
4.88,5.37
4.9,5.41
4.92,5.42
4.94,5.43
4.96,5.47
4.98,5.48
5.0,5.5
5.02,5.5
5.04,5.53
5.06,5.54
5.08,5.55
5.1,5.58
5.12,5.59
5.14,5.59
5.16,5.62
5.18,5.63
5.2,5.64
5.22,5.66
5.24,5.7
5.26,5.69
5.28,5.72
5.3,5.73
5.32,5.76
5.34,5.78
5.36,5.81
5.38,5.81
5.41,5.82
5.42,5.83
5.44,5.85
5.46,5.87
5.48,5.9
5.5,5.92
5.52,5.93
5.54,5.94
5.56,5.97
5.58,5.97
5.6,5.98
5.62,6.01
5.64,6.02
5.66,6.05
5.68,6.05
5.7,6.09
5.72,6.09
5.74,6.11
5.76,6.12
5.78,6.13
5.8,6.16
5.82,6.17
5.84,6.16
5.86,6.21
5.88,6.21
5.9,6.25
5.92,6.25
5.94,6.25
5.96,6.29
5.98,6.32
6.0,6.31
6.02,6.34
6.04,6.35
6.06,6.37
6.08,6.38
6.1,6.4
6.12,6.43
6.14,6.45
6.16,6.45
6.18,6.47
6.2,6.5
6.22,6.51
6.24,6.54
6.26,6.53
6.28,6.54
6.3,6.57
6.32,6.58
6.34,6.58
6.36,6.62
6.38,6.62
6.4,6.63
6.42,6.67
6.44,6.68
6.46,6.69
6.48,6.72
6.5,6.74
6.52,6.74
6.54,6.74
6.56,6.77
6.58,6.76
6.6,6.81
6.62,6.83
6.64,6.84
6.66,6.86
6.68,6.86
6.7,6.91
6.72,6.94
6.74,6.92
6.76,6.94
6.78,6.98
6.8,6.96
6.82,7.02
6.84,7.02
6.86,7.02
6.88,7.05
6.9,7.06
6.92,7.08
6.94,7.08
6.96,7.12
6.98,7.11
7.0,7.14
7.02,7.15
7.04,7.14
7.06,7.19
7.08,7.2
7.1,7.2
7.12,7.24
7.14,7.26
7.16,7.26
7.18,7.29
7.2,7.3
7.22,7.33
7.24,7.32
7.26,7.35
7.28,7.38
7.3,7.38
7.32,7.41
7.34,7.4
7.36,7.43
7.38,7.46
7.4,7.47
7.42,7.48
7.44,7.48
7.46,7.53
7.48,7.57
7.5,7.54
7.52,7.55
7.54,7.59
7.56,7.58
7.58,7.63
7.6,7.63
7.62,7.64
7.64,7.67
7.66,7.67
7.68,7.68
7.7,7.7
7.72,7.71
7.74,7.73
7.76,7.75
7.78,7.76
7.8,7.76
7.82,7.78
7.84,7.79
7.86,7.84
7.88,7.86
7.9,7.85
7.92,7.87
7.94,7.89
7.96,7.92
7.98,7.93
8.0,7.94
8.02,7.97
8.04,7.99
8.06,8.01
8.08,8.0
8.1,8.0
8.12,8.05
8.14,8.05
8.16,8.04
8.18,8.07
8.2,8.08
8.22,8.09
8.24,8.1
8.26,8.14
8.28,8.13
8.3,8.16
8.32,8.15
8.34,8.19
8.36,8.21
8.38,8.22
8.4,8.22
8.42,8.23
8.44,8.28
8.46,8.28
8.48,8.29
8.5,8.34
8.52,8.37
8.54,8.36
8.56,8.36
8.58,8.4
8.6,8.4
8.62,8.41
8.64,8.44
8.66,8.43
8.68,8.46
8.7,8.44
8.72,8.47
8.74,8.48
8.76,8.52
8.78,8.5
8.8,8.53
8.82,8.55
8.84,8.56
8.86,8.57
8.88,8.58
8.9,8.6
8.92,8.62
8.94,8.61
8.96,8.65
8.98,8.64
9.0,8.66
9.02,8.69
9.04,8.68
9.06,8.69
