Time (s),Distance (m)
0.02,1.05
0.04,1.08
0.06,1.09
0.08,1.13
0.1,1.14
0.12,1.18
0.14,1.21
0.16,1.24
0.18,1.27
0.21,1.32
0.22,1.34
0.25,1.4
0.26,1.44
0.28,1.46
0.3,1.5
0.32,1.52
0.34,1.57
0.36,1.61
0.38,1.66
0.4,1.69
0.42,1.72
0.44,1.77
0.46,1.79
0.48,1.83
0.5,1.88
0.52,1.9
0.54,1.95
0.56,1.97
0.58,2.02
0.6,2.05
0.62,2.08
0.64,2.15
0.66,2.18
0.68,2.2
0.7,2.24
0.73,2.31
0.74,2.33
0.76,2.38
0.78,2.44
0.81,2.47
0.82,2.5
0.85,2.54
0.86,2.57
0.88,2.59
0.9,2.61
0.93,2.69
0.94,2.7
0.96,2.74
0.98,2.78
1.01,2.81
1.02,2.83
1.04,2.87
1.06,2.91
1.09,2.97
1.1,2.99
1.12,3.03
1.14,3.07
1.16,3.11
1.18,3.15
1.21,3.19
1.22,3.22
1.24,3.27
1.26,3.3
1.28,3.34
1.3,3.39
1.32,3.42
1.34,3.45
1.37,3.48
1.38,3.5
1.4,3.54
1.42,3.59
1.45,3.63
1.46,3.66
1.48,3.69
1.5,3.73
1.52,3.78
1.54,3.83
1.56,3.88
1.58,3.91
1.6,3.96
1.62,4.0
1.64,4.03
1.66,4.06
1.68,4.11
1.7,4.16
1.73,4.19
1.74,4.23
1.76,4.26
1.78,4.28
1.8,4.3
1.82,4.35
1.84,4.39
1.86,4.43
1.88,4.46
1.9,4.49
1.93,4.54
1.94,4.56
1.96,4.64
1.98,4.69
2.01,4.73
2.02,4.78
2.05,4.83
2.06,4.85
2.09,4.9
2.1,4.93
2.12,4.96
2.14,4.99
2.16,5.04
2.18,5.06
2.2,5.09
2.22,5.14
2.24,5.19
2.26,5.21
2.28,5.25
2.3,5.29
2.32,5.34
2.34,5.4
2.37,5.44
2.38,5.47
2.41,5.53
2.42,5.55
2.44,5.58
2.46,5.61
2.48,5.64
2.5,5.69
2.52,5.73
2.54,5.76
2.56,5.79
2.58,5.83
2.6,5.86
2.62,5.89
2.65,5.96
2.66,5.98
2.68,6.02
2.7,6.05
2.72,6.09
2.74,6.16
2.76,6.17
2.78,6.2
2.8,6.24
2.82,6.28
2.85,6.34
2.86,6.36
2.88,6.42
2.9,6.44
2.92,6.47
2.94,6.53
2.96,6.56
2.98,6.6
3.0,6.65
3.02,6.66
3.04,6.72
3.06,6.76
3.08,6.79
3.1,6.84
3.13,6.89
3.14,6.91
3.17,6.98
3.18,7.02
3.2,7.05
3.22,7.1
3.24,7.14
3.26,7.16
3.29,7.23
3.3,7.25
3.32,7.28
3.34,7.34
3.36,7.34
3.38,7.39
3.4,7.42
3.42,7.47
3.44,7.51
3.46,7.54
3.48,7.58
3.5,7.62
3.53,7.68
3.54,7.68
3.56,7.71
3.58,7.76
3.6,7.79
3.62,7.84
3.64,7.9
3.66,7.94
3.68,7.95
3.7,8.0
3.72,8.02
3.74,8.1
3.76,8.13
3.78,8.18
3.8,8.19
3.82,8.23
3.84,8.25
3.86,8.3
3.88,8.34
3.9,8.39
3.93,8.4
3.94,8.46
3.96,8.48
3.98,8.52
4.0,8.56
4.02,8.59
4.04,8.64
4.06,8.65
4.09,8.74
