Time (s),Distance (m)
0.02,1.05
0.04,1.08
0.06,1.1
0.08,1.14
0.1,1.17
0.12,1.19
0.14,1.21
0.16,1.25
0.18,1.27
0.2,1.31
0.22,1.33
0.24,1.36
0.26,1.41
0.28,1.45
0.3,1.49
0.32,1.53
0.34,1.56
0.36,1.62
0.38,1.66
0.4,1.7
0.42,1.73
0.44,1.76
0.46,1.8
0.48,1.83
0.5,1.89
0.52,1.92
0.54,1.94
0.56,1.98
0.58,2.02
0.6,2.06
0.62,2.08
0.64,2.13
0.66,2.17
0.68,2.2
0.71,2.23
0.72,2.27
0.74,2.32
0.76,2.36
0.78,2.41
0.8,2.45
0.82,2.48
0.84,2.52
0.86,2.56
0.88,2.59
0.9,2.62
0.92,2.67
0.94,2.71
0.96,2.75
0.98,2.78
1.0,2.81
1.02,2.85
1.04,2.88
1.06,2.92
1.08,2.95
1.1,2.98
1.12,3.02
1.14,3.06
1.16,3.09
1.18,3.12
1.2,3.16
1.22,3.2
1.24,3.24
1.26,3.28
1.28,3.32
1.3,3.37
1.32,3.41
1.34,3.46
1.36,3.46
1.38,3.52
1.4,3.55
1.42,3.58
1.44,3.63
1.46,3.67
1.48,3.71
1.5,3.74
1.52,3.78
1.54,3.84
1.56,3.9
1.58,3.95
1.6,3.98
1.62,4.03
1.64,4.07
1.66,4.12
1.68,4.15
1.7,4.19
1.72,4.24
1.74,4.26
1.76,4.31
1.78,4.34
1.8,4.39
1.82,4.44
1.84,4.46
1.86,4.52
1.88,4.56
1.9,4.6
1.92,4.65
1.94,4.7
1.96,4.75
1.98,4.8
2.0,4.84
2.02,4.88
2.04,4.94
2.06,4.97
2.08,5.02
2.1,5.05
2.12,5.09
2.14,5.15
2.16,5.19
2.18,5.24
2.2,5.28
2.22,5.32
2.24,5.36
2.26,5.4
2.28,5.44
2.3,5.48
2.32,5.54
2.34,5.59
2.36,5.63
2.38,5.69
2.4,5.74
2.42,5.77
2.44,5.8
2.46,5.84
2.48,5.9
2.5,5.94
2.52,5.98
2.54,6.04
2.56,6.07
2.58,6.12
2.6,6.17
2.62,6.19
2.64,6.25
2.66,6.31
2.68,6.36
2.7,6.38
2.72,6.39
2.74,6.46
2.76,6.5
2.78,6.55
2.8,6.59
2.82,6.61
2.84,6.67
2.86,6.73
2.88,6.76
2.9,6.79
2.92,6.84
2.94,6.91
2.96,6.93
2.98,6.98
3.0,7.04
3.02,7.07
3.04,7.1
3.06,7.17
3.08,7.21
3.1,7.24
3.12,7.29
3.14,7.36
3.16,7.4
3.18,7.45
3.2,7.48
3.22,7.52
3.24,7.58
3.26,7.62
3.28,7.66
3.3,7.68
3.32,7.74
3.34,7.76
3.36,7.82
3.38,7.85
3.4,7.88
3.42,7.95
3.44,7.97
3.46,8.01
3.48,8.04
3.5,8.11
3.52,8.14
3.54,8.19
3.56,8.24
3.58,8.27
3.6,8.31
3.62,8.36
3.64,8.38
3.66,8.46
3.68,8.49
3.7,8.51
3.72,8.58
3.74,8.61
3.76,8.64
3.78,8.71
