Time (s),Distance (m)
0.02,1.04
0.04,1.05
0.06,1.05
0.08,1.06
0.1,1.07
0.12,1.09
0.14,1.11
0.16,1.12
0.19,1.13
0.2,1.14
0.22,1.14
0.24,1.15
0.26,1.16
0.28,1.17
0.3,1.18
0.32,1.18
0.34,1.19
0.36,1.19
0.38,1.21
0.4,1.21
0.42,1.22
0.44,1.23
0.47,1.25
0.48,1.26
0.5,1.26
0.52,1.28
0.54,1.29
0.56,1.3
0.58,1.3
0.6,1.31
0.63,1.31
0.64,1.33
0.66,1.33
0.68,1.35
0.7,1.36
0.72,1.37
0.74,1.41
0.76,1.43
0.78,1.44
0.8,1.46
0.82,1.46
0.84,1.46
0.86,1.47
0.88,1.48
0.9,1.5
0.92,1.51
0.94,1.53
0.96,1.54
0.98,1.54
1.0,1.54
1.03,1.55
1.04,1.55
1.06,1.56
1.08,1.57
1.1,1.57
1.12,1.58
1.14,1.59
1.16,1.61
1.18,1.6
1.2,1.6
1.22,1.62
1.24,1.63
1.26,1.63
1.28,1.65
1.3,1.64
1.32,1.66
1.34,1.66
1.36,1.66
1.38,1.68
1.4,1.68
1.42,1.68
1.44,1.7
1.46,1.7
1.48,1.71
1.5,1.72
1.52,1.73
1.54,1.74
1.56,1.76
1.59,1.76
1.6,1.78
1.62,1.79
1.64,1.81
1.66,1.8
1.68,1.82
1.7,1.84
1.72,1.85
1.75,1.86
1.76,1.88
1.78,1.89
1.8,1.9
1.82,1.91
1.84,1.92
1.86,1.92
1.88,1.93
1.9,1.94
1.92,1.96
1.95,1.97
1.96,1.99
1.98,2.0
2.0,2.01
2.02,2.0
2.04,2.01
2.06,2.02
2.08,2.05
2.1,2.06
2.12,2.06
2.14,2.08
2.16,2.09
2.18,2.09
2.2,2.11
2.23,2.11
2.24,2.13
2.26,2.13
2.28,2.14
2.3,2.14
2.32,2.14
2.34,2.15
2.36,2.17
2.38,2.16
2.4,2.16
2.42,2.18
2.44,2.18
2.47,2.18
2.48,2.2
2.51,2.21
2.52,2.2
2.54,2.21
2.56,2.21
2.58,2.22
2.6,2.23
2.62,2.24
2.64,2.26
2.66,2.27
2.68,2.28
2.7,2.29
2.72,2.3
2.74,2.3
2.76,2.31
2.79,2.32
2.8,2.32
2.82,2.32
2.84,2.34
2.86,2.34
2.88,2.35
2.9,2.37
2.92,2.38
2.94,2.4
2.96,2.4
2.98,2.43
3.0,2.43
3.02,2.45
3.04,2.44
3.06,2.45
3.08,2.45
3.1,2.47
3.12,2.47
3.14,2.47
3.16,2.48
3.18,2.49
3.2,2.49
3.22,2.5
3.24,2.52
3.26,2.52
3.28,2.52
3.3,2.54
3.32,2.54
3.34,2.54
3.36,2.55
3.38,2.56
3.4,2.55
3.42,2.56
3.44,2.56
3.46,2.55
3.48,2.57
3.5,2.58
3.52,2.58
3.54,2.58
3.56,2.58
3.58,2.59
3.6,2.6
3.62,2.6
3.64,2.61
3.66,2.61
3.68,2.62
3.7,2.62
3.72,2.65
3.74,2.66
3.76,2.65
3.78,2.67
3.8,2.69
3.83,2.71
3.84,2.7
3.86,2.72
3.88,2.72
3.9,2.72
3.92,2.72
3.94,2.73
3.96,2.74
3.98,2.74
4.0,2.75
4.02,2.74
4.04,2.76
4.06,2.77
4.08,2.77
4.1,2.77
4.12,2.78
4.14,2.79
4.16,2.8
4.18,2.79
4.2,2.8
4.22,2.81
4.24,2.81
4.26,2.81
4.28,2.81
4.3,2.81
4.32,2.82
4.34,2.81
4.36,2.8
4.38,2.82
4.4,2.82
4.42,2.82
4.44,2.82
4.46,2.84
4.48,2.84
4.5,2.84
4.52,2.85
4.54,2.86
4.56,2.86
4.58,2.87
4.6,2.86
4.62,2.88
4.64,2.89
4.66,2.9
4.68,2.91
4.7,2.92
4.72,2.92
4.74,2.94
4.76,2.94
4.78,2.96
4.8,2.96
4.82,2.98
4.84,2.98
4.87,3.0
4.88,2.99
4.9,3.02
4.92,3.02
4.94,3.04
4.96,3.05
4.98,3.05
5.0,3.06
5.02,3.07
5.04,3.07
5.06,3.09
5.08,3.1
5.1,3.09
5.12,3.1
5.14,3.11
5.16,3.11
5.18,3.13
5.2,3.13
5.22,3.15
5.24,3.15
5.26,3.17
5.28,3.18
5.3,3.19
5.32,3.18
5.34,3.2
5.36,3.2
5.38,3.21
5.4,3.22
5.43,3.24
5.44,3.23
5.46,3.24
5.48,3.24
5.5,3.26
5.52,3.27
5.54,3.27
5.56,3.27
5.58,3.29
5.6,3.28
5.62,3.29
5.64,3.3
5.66,3.31
5.68,3.3
5.7,3.31
5.72,3.33
5.74,3.33
5.76,3.33
5.78,3.34
5.8,3.35
5.82,3.37
5.84,3.36
5.86,3.37
5.88,3.38
5.9,3.37
5.92,3.39
5.94,3.4
5.96,3.41
5.98,3.41
6.0,3.4
6.02,3.42
6.04,3.43
6.06,3.46
6.08,3.45
6.1,3.46
6.12,3.48
6.14,3.48
6.16,3.49
6.18,3.49
6.2,3.5
6.22,3.51
6.24,3.52
6.26,3.53
6.28,3.54
6.3,3.54
6.32,3.56
6.34,3.56
6.36,3.57
6.38,3.56
6.4,3.59
6.42,3.6
6.44,3.59
6.46,3.62
6.48,3.6
6.5,3.62
6.52,3.62
6.54,3.63
6.56,3.63
6.58,3.63
6.6,3.65
6.62,3.64
6.64,3.67
6.66,3.67
6.68,3.66
6.7,3.68
6.72,3.67
6.74,3.68
6.76,3.69
6.78,3.69
6.8,3.71
6.82,3.71
6.84,3.71
6.86,3.72
6.88,3.73
6.9,3.75
6.92,3.74
6.94,3.76
6.96,3.79
6.98,3.78
7.0,3.79
7.02,3.81
7.04,3.81
7.06,3.82
7.08,3.83
7.1,3.82
7.12,3.85
7.14,3.87
7.16,3.86
7.18,3.87
7.2,3.87
7.22,3.9
7.24,3.9
7.27,3.91
7.28,3.91
7.3,3.92
7.32,3.93
7.34,3.94
7.36,3.94
7.38,3.96
7.4,3.96
7.42,3.96
7.44,3.97
7.46,3.97
7.48,3.99
7.5,4.0
7.52,4.01
7.54,4.0
7.56,4.01
7.58,4.01
7.6,4.02
7.62,4.02
7.64,4.03
7.66,4.02
7.68,4.03
7.7,4.03
7.72,4.05
7.74,4.04
7.76,4.02
7.78,4.04
7.8,4.06
7.82,4.06
7.84,4.06
7.86,4.07
7.88,4.07
7.9,4.07
7.92,4.06
7.94,4.07
7.96,4.08
7.99,4.06
8.0,4.08
8.02,4.08
8.04,4.1
8.06,4.1
8.08,4.1
8.1,4.11
8.12,4.11
8.14,4.12
8.16,4.1
8.18,4.12
8.2,4.12
8.22,4.13
8.24,4.14
8.26,4.15
8.28,4.15
8.3,4.16
8.32,4.16
8.34,4.17
8.36,4.16
8.38,4.19
8.4,4.18
8.42,4.2
8.44,4.21
8.46,4.21
8.48,4.21
