Time (s),Distance (m)
0.02,1.03
0.04,1.04
0.06,1.05
0.08,1.05
0.1,1.06
0.12,1.06
0.14,1.06
0.16,1.08
0.18,1.11
0.2,1.12
0.22,1.12
0.24,1.14
0.26,1.15
0.28,1.15
0.31,1.16
0.32,1.16
0.34,1.16
0.36,1.18
0.38,1.19
0.4,1.19
0.42,1.2
0.44,1.22
0.46,1.22
0.48,1.23
0.51,1.25
0.52,1.25
0.54,1.26
0.56,1.26
0.58,1.27
0.61,1.28
0.62,1.29
0.64,1.3
0.67,1.31
0.68,1.31
0.7,1.32
0.72,1.32
0.74,1.34
0.76,1.33
0.78,1.34
0.8,1.35
0.82,1.35
0.84,1.37
0.86,1.38
0.88,1.39
0.9,1.41
0.92,1.41
0.94,1.42
0.97,1.43
0.98,1.44
1.0,1.45
1.02,1.46
1.04,1.45
1.06,1.45
1.08,1.45
1.1,1.46
1.12,1.46
1.14,1.47
1.16,1.47
1.18,1.48
1.2,1.5
1.22,1.5
1.24,1.51
1.26,1.5
1.28,1.51
1.3,1.52
1.32,1.52
1.35,1.54
1.36,1.55
1.38,1.56
1.4,1.56
1.42,1.58
1.44,1.58
1.46,1.6
1.48,1.61
1.5,1.63
1.52,1.65
1.54,1.66
1.56,1.66
1.58,1.67
1.6,1.67
1.62,1.68
1.64,1.69
1.67,1.7
1.68,1.71
1.7,1.71
1.72,1.72
1.74,1.73
1.76,1.74
1.78,1.75
1.8,1.77
1.82,1.78
1.84,1.79
1.86,1.8
1.88,1.8
1.9,1.81
1.92,1.82
1.94,1.83
1.96,1.84
1.98,1.86
2.0,1.88
2.02,1.89
2.04,1.9
2.07,1.9
2.08,1.91
2.1,1.91
2.12,1.91
2.15,1.92
2.16,1.93
2.19,1.94
2.2,1.94
2.22,1.94
2.24,1.97
2.26,1.97
2.28,2.0
2.3,2.0
2.32,2.01
2.34,2.03
2.36,2.03
2.38,2.03
2.4,2.04
2.42,2.05
2.44,2.07
2.46,2.09
2.48,2.09
2.5,2.11
2.52,2.12
2.54,2.14
2.56,2.15
2.58,2.16
2.6,2.17
2.62,2.17
2.64,2.19
2.66,2.19
2.68,2.2
2.7,2.2
2.72,2.21
2.75,2.22
2.76,2.23
2.79,2.23
2.8,2.26
2.82,2.26
2.84,2.28
2.86,2.28
2.88,2.29
2.9,2.3
2.92,2.3
2.94,2.31
2.96,2.32
2.98,2.32
3.0,2.33
3.03,2.34
3.04,2.36
3.06,2.36
3.08,2.39
3.1,2.4
3.12,2.41
3.14,2.42
3.16,2.44
3.18,2.44
3.2,2.46
3.22,2.47
3.24,2.47
3.26,2.48
3.28,2.48
3.3,2.49
3.32,2.5
3.34,2.52
3.36,2.52
3.39,2.53
3.4,2.54
3.42,2.55
3.44,2.57
3.46,2.58
3.48,2.58
3.5,2.59
3.52,2.59
3.55,2.61
3.56,2.62
3.59,2.63
3.6,2.64
3.62,2.65
3.64,2.66
3.66,2.67
3.68,2.68
3.7,2.68
3.72,2.69
3.75,2.7
3.76,2.7
3.78,2.72
3.8,2.71
3.82,2.73
3.84,2.73
3.87,2.73
3.88,2.73
3.9,2.75
3.92,2.75
3.94,2.76
3.96,2.76
3.98,2.77
4.0,2.78
4.03,2.79
4.04,2.8
4.06,2.8
4.08,2.8
4.1,2.82
4.12,2.81
4.15,2.82
4.16,2.83
4.19,2.83
4.2,2.84
4.22,2.86
4.24,2.86
4.26,2.87
4.28,2.88
4.3,2.89
4.32,2.9
4.34,2.91
4.36,2.93
4.38,2.93
4.4,2.95
4.42,2.96
4.44,2.97
4.46,2.98
4.48,2.99
4.5,3.0
4.52,3.02
4.54,3.04
4.56,3.05
4.58,3.05
4.6,3.06
4.63,3.08
4.64,3.08
4.66,3.09
4.68,3.1
4.71,3.1
4.72,3.1
4.74,3.11
4.76,3.11
4.78,3.12
4.8,3.13
4.82,3.13
4.84,3.14
4.86,3.14
4.88,3.14
4.91,3.15
4.92,3.17
4.94,3.16
4.96,3.17
4.99,3.19
5.0,3.18
5.02,3.19
5.04,3.21
5.06,3.22
5.08,3.22
5.1,3.22
5.12,3.24
5.15,3.25
5.16,3.26
5.18,3.26
5.2,3.26
5.22,3.26
5.24,3.27
5.27,3.29
5.28,3.29
5.3,3.3
5.32,3.31
5.34,3.3
5.36,3.31
5.38,3.33
5.4,3.34
5.43,3.36
5.44,3.37
5.46,3.37
5.49,3.38
5.5,3.38
5.52,3.39
5.54,3.4
5.56,3.42
5.58,3.41
5.6,3.42
5.62,3.43
5.64,3.44
5.66,3.44
5.68,3.47
5.7,3.48
5.72,3.49
5.74,3.5
5.76,3.52
5.78,3.52
5.8,3.51
5.82,3.53
5.84,3.53
5.86,3.55
5.88,3.56
5.9,3.56
5.92,3.56
5.94,3.57
5.97,3.59
5.98,3.58
6.0,3.59
6.03,3.6
6.04,3.62
6.06,3.62
6.08,3.62
6.1,3.63
6.12,3.64
6.14,3.64
6.16,3.65
6.18,3.64
6.2,3.67
6.23,3.67
6.24,3.67
6.27,3.68
6.28,3.69
6.3,3.69
6.32,3.71
6.34,3.7
6.36,3.73
6.38,3.74
6.4,3.74
6.42,3.74
6.44,3.76
6.46,3.76
6.48,3.77
6.5,3.79
6.52,3.8
6.55,3.82
6.56,3.83
6.58,3.82
6.6,3.83
6.62,3.85
6.64,3.85
6.66,3.88
6.68,3.89
6.7,3.91
6.72,3.91
6.74,3.91
6.76,3.93
6.78,3.93
6.8,3.94
6.82,3.94
6.84,3.94
6.87,3.97
6.88,3.97
6.9,3.97
6.92,3.96
6.94,3.98
6.96,3.97
6.98,3.98
7.0,4.0
7.02,4.0
7.04,4.02
7.06,4.02
7.08,4.02
7.1,4.02
7.12,4.02
7.14,4.03
7.16,4.03
7.18,4.04
7.2,4.05
7.22,4.06
7.24,4.06
7.26,4.07
7.28,4.07
7.3,4.08
7.32,4.07
7.34,4.1
7.36,4.1
7.38,4.08
7.4,4.09
7.42,4.11
7.44,4.11
7.46,4.12
7.48,4.13
7.5,4.14
7.52,4.15
7.54,4.15
7.56,4.15
7.58,4.16
7.6,4.18
7.62,4.18
7.64,4.19
7.66,4.19
7.68,4.22
7.7,4.22
7.72,4.23
7.75,4.24
7.76,4.25
7.78,4.25
7.8,4.27
7.83,4.29
7.84,4.3
7.86,4.31
7.88,4.32
7.9,4.33
7.92,4.34
7.94,4.36
7.96,4.36
7.98,4.37
8.0,4.39
8.02,4.41
8.04,4.4
8.07,4.42
8.08,4.43
8.1,4.45
8.12,4.46
8.14,4.46
8.16,4.48
8.18,4.48
8.2,4.49
8.22,4.5
8.24,4.5
8.26,4.5
8.28,4.53
8.31,4.54
8.32,4.55
8.34,4.55
8.36,4.57
8.38,4.56
8.4,4.57
8.42,4.6
8.44,4.59
8.47,4.61
8.48,4.62
8.5,4.62
8.52,4.64
8.54,4.66
8.56,4.67
8.58,4.66
8.6,4.69
8.62,4.7
8.64,4.7
8.66,4.73
8.68,4.73
8.7,4.74
8.72,4.76
8.74,4.78
8.76,4.8
8.78,4.79
8.8,4.81
8.82,4.84
8.84,4.85
8.86,4.85
8.88,4.86
8.9,4.87
8.92,4.88
8.94,4.88
8.96,4.89
8.98,4.9
9.0,4.91
9.03,4.92
9.04,4.92
9.06,4.93
9.08,4.94
9.1,4.93
9.12,4.94
9.15,4.94
9.16,4.96
9.18,4.97
9.2,4.97
9.22,4.98
9.24,4.97
9.26,4.99
9.28,4.99
9.3,4.99
9.32,5.0
9.34,5.0
9.36,5.0
9.38,5.02
9.4,5.03
9.42,5.03
9.44,5.03
9.46,5.04
9.48,5.04
9.51,5.06
9.52,5.06
9.54,5.06
9.56,5.08
9.58,5.09
9.6,5.09
9.62,5.09
9.64,5.1
9.67,5.13
9.68,5.13
9.7,5.13
9.72,5.14
9.74,5.15
9.76,5.14
9.78,5.16
9.8,5.18
9.82,5.17
9.84,5.19
9.86,5.2
9.88,5.21
9.9,5.21
9.92,5.22
9.95,5.24
9.96,5.24
9.98,5.25
10.0,5.27
10.02,5.28
10.04,5.27
10.06,5.3
10.08,5.3
10.11,5.32
10.12,5.32
10.15,5.32
10.16,5.33
10.18,5.34
10.2,5.36
10.23,5.36
10.24,5.36
10.27,5.37
10.28,5.37
10.3,5.38
10.32,5.4
10.34,5.39
10.36,5.39
10.38,5.39
10.4,5.42
10.43,5.44
10.44,5.42
10.46,5.45
10.48,5.43
10.5,5.43
10.52,5.45
10.55,5.46
10.56,5.46
10.58,5.45
10.6,5.46
10.62,5.46
10.64,5.46
10.66,5.47
10.68,5.47
10.7,5.48
10.72,5.5
10.75,5.49
10.76,5.51
10.78,5.52
10.8,5.51
10.83,5.51
10.84,5.53
10.86,5.52
10.88,5.53
10.9,5.55
10.92,5.54
10.94,5.56
10.96,5.58
10.98,5.57
11.0,5.58
11.02,5.59
11.04,5.59
11.06,5.58
11.08,5.62
11.1,5.63
11.12,5.61
11.14,5.64
11.16,5.65
11.18,5.67
11.2,5.66
11.22,5.68
11.24,5.68
11.26,5.7
11.28,5.69
11.3,5.72
11.32,5.71
11.34,5.7
11.36,5.72
11.39,5.73
11.4,5.75
11.43,5.74
11.44,5.77
11.46,5.75
11.48,5.76
11.5,5.79
11.52,5.77
11.55,5.79
11.56,5.8
11.58,5.79
11.6,5.81
11.62,5.81
11.64,5.82
11.66,5.82
11.68,5.83
11.7,5.84
11.72,5.83
11.75,5.84
11.76,5.86
11.78,5.86
11.8,5.87
11.82,5.88
11.84,5.89
11.86,5.89
11.88,5.89
11.9,5.91
11.92,5.9
11.94,5.94
11.96,5.93
11.98,5.93
12.0,5.94
12.02,5.95
12.04,5.96
12.06,5.98
12.08,5.97
12.1,6.0
12.12,5.99
12.14,5.99
12.16,6.03
12.18,6.04
12.2,6.04
12.22,6.05
12.24,6.05
12.26,6.06
12.28,6.08
12.3,6.07
12.32,6.09
12.34,6.09
12.36,6.1
12.38,6.1
12.4,6.11
12.42,6.1
12.44,6.12
12.46,6.12
12.48,6.12
12.5,6.13
12.52,6.13
12.54,6.15
12.56,6.15
12.58,6.16
12.6,6.16
12.62,6.17
12.64,6.18
12.66,6.16
12.68,6.19
12.7,6.19
12.72,6.19
12.74,6.19
12.76,6.19
12.78,6.2
12.8,6.22
12.82,6.21
12.84,6.23
12.86,6.22
12.88,6.22
12.9,6.24
12.92,6.24
12.95,6.26
12.96,6.25
12.98,6.26
13.0,6.26
13.02,6.28
13.04,6.31
13.06,6.3
13.08,6.29
13.1,6.3
13.12,6.31
13.15,6.32
13.16,6.34
13.18,6.35
13.2,6.36
13.22,6.34
13.24,6.37
13.26,6.38
13.28,6.37
13.31,6.39
13.32,6.4
13.34,6.41
13.36,6.43
13.38,6.43
13.4,6.43
13.42,6.45
13.44,6.46
13.46,6.46
13.48,6.47
13.5,6.47
13.52,6.5
13.54,6.5
13.56,6.51
13.58,6.52
13.6,6.52
13.62,6.52
13.64,6.51
13.67,6.53
13.68,6.55
13.7,6.54
13.72,6.53
13.74,6.55
13.76,6.56
13.78,6.57
13.8,6.57
13.82,6.57
13.84,6.57
13.86,6.59
13.88,6.59
13.9,6.59
13.92,6.59
13.94,6.6
13.96,6.62
13.98,6.63
14.0,6.62
14.02,6.64
14.04,6.64
14.06,6.66
14.08,6.66
14.1,6.68
14.12,6.66
14.14,6.66
14.16,6.69
14.18,6.68
14.2,6.69
14.22,6.7
14.24,6.71
14.27,6.71
14.28,6.73
14.3,6.72
14.32,6.72
14.34,6.75
14.36,6.75
14.38,6.77
14.4,6.76
14.42,6.77
14.44,6.77
14.46,6.79
14.48,6.79
14.5,6.81
14.52,6.83
14.54,6.85
14.56,6.84
14.58,6.85
14.6,6.85
14.63,6.86
14.64,6.88
14.66,6.89
14.68,6.88
14.7,6.92
14.72,6.91
14.74,6.93
14.76,6.94
14.78,6.93
14.8,6.95
14.82,6.96
14.84,6.94
14.86,6.95
14.88,6.97
14.9,6.96
14.92,6.97
14.95,6.99
14.96,7.0
14.99,7.01
15.0,6.99
15.02,7.0
15.04,7.03
15.07,7.02
15.08,7.03
15.1,7.03
15.12,7.05
15.15,7.04
15.16,7.06
15.18,7.05
15.2,7.06
15.22,7.07
15.24,7.08
15.26,7.08
15.28,7.1
15.3,7.08
15.32,7.1
15.35,7.11
15.36,7.1
15.38,7.11
15.4,7.13
15.42,7.17
15.44,7.15
15.46,7.15
15.48,7.14
15.5,7.17
15.52,7.18
15.55,7.17
15.56,7.19
15.59,7.19
15.6,7.23
15.62,7.24
15.64,7.25
15.66,7.25
15.68,7.24
15.7,7.29
15.72,7.29
15.74,7.29
15.76,7.29
15.78,7.32
15.8,7.3
15.82,7.33
15.84,7.34
15.87,7.33
15.88,7.32
15.9,7.34
15.92,7.35
15.94,7.38
15.96,7.37
15.98,7.39
16.0,7.39
16.02,7.42
16.04,7.39
16.07,7.42
16.08,7.41
16.1,7.44
16.12,7.44
16.14,7.46
16.16,7.44
16.18,7.45
16.2,7.46
16.23,7.45
16.24,7.49
16.26,7.46
16.28,7.47
16.31,7.49
16.32,7.49
16.34,7.53
16.36,7.5
16.38,7.53
16.4,7.54
16.42,7.54
16.44,7.57
16.46,7.57
16.48,7.58
16.5,7.56
16.52,7.61
16.54,7.61
16.56,7.61
16.58,7.64
16.6,7.63
16.62,7.63
16.64,7.66
16.66,7.66
16.68,7.69
16.71,7.7
16.72,7.7
16.74,7.71
16.76,7.72
16.78,7.74
16.8,7.73
16.82,7.73
16.84,7.75
16.86,7.78
16.88,7.78
16.9,7.79
16.92,7.78
16.94,7.81
16.96,7.82
16.98,7.82
17.0,7.81
17.02,7.85
17.04,7.85
17.07,7.88
17.08,7.87
17.1,7.88
17.12,7.87
17.14,7.9
17.16,7.9
17.18,7.91
17.2,7.92
17.22,7.93
17.24,7.92
17.26,7.92
17.28,7.95
17.3,7.95
17.32,7.97
17.34,7.98
17.36,7.98
17.38,7.98
17.4,8.0
17.42,8.0
17.44,8.0
17.46,8.02
17.48,8.04
17.5,8.03
17.52,8.07
17.54,8.07
17.56,8.09
17.58,8.1
17.6,8.11
17.62,8.13
17.64,8.15
17.66,8.15
17.68,8.15
17.7,8.19
17.72,8.19
17.74,8.2
17.76,8.22
17.79,8.21
17.8,8.22
17.82,8.24
17.84,8.25
17.86,8.26
17.88,8.25
17.9,8.25
17.92,8.27
17.94,8.28
17.96,8.28
17.99,8.31
18.0,8.3
18.02,8.31
18.04,8.32
18.06,8.32
18.08,8.35
18.1,8.35
18.12,8.35
18.15,8.37
18.16,8.36
18.18,8.36
18.2,8.38
18.22,8.38
18.24,8.41
18.26,8.4
18.28,8.39
18.31,8.41
18.32,8.43
18.34,8.45
18.36,8.47
18.39,8.46
18.4,8.48
18.42,8.49
18.44,8.49
18.46,8.49
18.48,8.54
18.5,8.52
18.52,8.55
18.54,8.56
18.56,8.58
18.58,8.58
18.6,8.59
18.62,8.6
18.64,8.61
18.66,8.62
18.68,8.62
18.7,8.64
18.72,8.66
18.74,8.64
18.76,8.67
18.79,8.69
18.8,8.66
18.83,8.69
18.84,8.69
18.86,8.69
18.88,8.7
