Time (s),Distance (m)
0.02,1.07
0.05,1.1
0.06,1.11
0.08,1.16
0.1,1.16
0.12,1.2
0.14,1.22
0.16,1.24
0.18,1.29
0.2,1.33
0.22,1.35
0.24,1.37
0.26,1.41
0.28,1.44
0.3,1.47
0.32,1.5
0.34,1.55
0.36,1.57
0.38,1.6
0.4,1.65
0.42,1.68
0.44,1.7
0.46,1.75
0.48,1.79
0.5,1.84
0.52,1.89
0.54,1.93
0.56,1.96
0.58,1.99
0.6,2.03
0.62,2.06
0.64,2.09
0.66,2.13
0.68,2.17
0.7,2.2
0.72,2.23
0.74,2.27
0.76,2.3
0.78,2.32
0.8,2.38
0.82,2.42
0.84,2.45
0.86,2.48
0.88,2.5
0.9,2.54
0.92,2.57
0.94,2.59
0.96,2.64
0.98,2.7
1.0,2.74
1.02,2.77
1.04,2.81
1.06,2.84
1.08,2.89
1.1,2.91
1.12,2.96
1.14,3.01
1.16,3.01
1.18,3.06
1.21,3.09
1.22,3.12
1.24,3.14
1.26,3.18
1.28,3.21
1.3,3.25
1.32,3.28
1.34,3.32
1.37,3.37
1.38,3.38
1.4,3.41
1.42,3.44
1.45,3.49
1.46,3.53
1.48,3.56
1.5,3.59
1.52,3.64
1.54,3.69
1.56,3.71
1.58,3.77
1.6,3.82
1.62,3.85
1.64,3.88
1.66,3.92
1.68,3.96
1.7,4.01
1.72,4.02
1.74,4.06
1.76,4.1
1.78,4.13
1.8,4.16
1.82,4.21
1.84,4.24
1.86,4.27
1.89,4.31
1.9,4.33
1.92,4.36
1.94,4.4
1.96,4.43
1.98,4.44
2.0,4.47
2.02,4.53
2.04,4.58
2.06,4.61
2.08,4.66
2.1,4.71
2.13,4.76
2.14,4.78
2.16,4.84
2.18,4.87
2.2,4.89
2.22,4.92
2.24,4.97
2.26,5.0
2.29,5.05
2.3,5.06
2.32,5.1
2.34,5.15
2.36,5.15
2.38,5.18
2.4,5.22
2.42,5.26
2.44,5.3
2.46,5.32
2.48,5.35
2.5,5.39
2.53,5.46
2.54,5.48
2.56,5.51
2.58,5.55
2.6,5.58
2.62,5.65
2.64,5.66
2.66,5.72
2.68,5.74
2.7,5.78
2.73,5.83
2.74,5.83
2.77,5.89
2.78,5.89
2.8,5.94
2.82,5.96
2.84,6.03
2.86,6.07
2.88,6.09
2.9,6.11
2.92,6.12
2.94,6.16
2.97,6.2
2.98,6.22
3.0,6.27
3.02,6.32
3.04,6.34
3.06,6.39
3.08,6.43
3.1,6.46
3.12,6.5
3.14,6.53
3.16,6.59
3.18,6.62
3.2,6.64
3.22,6.68
3.24,6.72
3.26,6.75
3.28,6.78
3.3,6.83
3.32,6.85
3.34,6.86
3.36,6.91
3.38,6.94
3.4,6.96
3.42,7.02
3.44,7.03
3.46,7.08
3.48,7.1
3.5,7.14
3.53,7.21
3.54,7.21
3.56,7.26
3.58,7.3
3.6,7.35
3.62,7.38
3.64,7.42
3.66,7.46
3.68,7.51
3.7,7.53
3.72,7.54
3.74,7.59
3.76,7.61
3.78,7.64
3.81,7.68
3.82,7.71
3.85,7.75
3.86,7.79
3.88,7.82
3.9,7.83
3.92,7.88
3.94,7.89
3.96,7.93
3.98,7.95
4.0,7.99
4.02,8.0
4.04,8.03
4.06,8.08
4.08,8.13
4.1,8.16
4.12,8.19
4.14,8.22
4.16,8.25
4.18,8.27
4.2,8.32
4.22,8.34
4.25,8.4
4.26,8.4
4.28,8.46
4.3,8.48
4.32,8.5
4.34,8.53
4.36,8.57
4.38,8.59
4.4,8.62
4.42,8.65
4.44,8.68
