Time (s),Distance (m)
0.02,1.06
0.05,1.11
0.06,1.12
0.08,1.13
0.1,1.15
0.12,1.19
0.14,1.23
0.16,1.27
0.18,1.3
0.2,1.32
0.22,1.35
0.24,1.37
0.26,1.41
0.28,1.46
0.3,1.48
0.32,1.55
0.34,1.55
0.37,1.6
0.38,1.64
0.4,1.67
0.42,1.7
0.45,1.76
0.46,1.78
0.48,1.83
0.5,1.87
0.52,1.91
0.54,1.95
0.57,2.0
0.58,2.02
0.6,2.05
0.62,2.11
0.65,2.15
0.66,2.17
0.68,2.2
0.7,2.23
0.72,2.27
0.74,2.3
0.76,2.35
0.78,2.38
0.81,2.44
0.82,2.46
0.85,2.49
0.86,2.52
0.88,2.55
0.9,2.58
0.92,2.62
0.94,2.68
0.97,2.72
0.98,2.75
1.01,2.81
1.02,2.83
1.04,2.88
1.06,2.89
1.08,2.93
1.1,2.96
1.13,3.01
1.14,3.04
1.16,3.07
1.18,3.09
1.2,3.13
1.22,3.17
1.24,3.2
1.26,3.23
1.28,3.28
1.3,3.31
1.32,3.34
1.34,3.38
1.36,3.4
1.38,3.42
1.41,3.45
1.42,3.49
1.44,3.54
1.46,3.58
1.48,3.62
1.5,3.67
1.52,3.71
1.54,3.75
1.56,3.79
1.58,3.82
1.6,3.86
1.62,3.89
1.65,3.94
1.66,3.97
1.68,4.0
1.7,4.04
1.72,4.07
1.74,4.1
1.76,4.15
1.78,4.17
1.8,4.19
1.82,4.24
1.84,4.26
1.86,4.3
1.89,4.33
1.9,4.36
1.93,4.41
1.94,4.45
1.96,4.48
1.98,4.52
2.0,4.56
2.02,4.6
2.04,4.64
2.06,4.68
2.09,4.73
2.1,4.75
2.13,4.81
2.14,4.82
2.16,4.85
2.18,4.9
2.2,4.92
2.22,4.97
2.25,4.99
2.26,5.02
2.28,5.05
2.3,5.11
2.32,5.12
2.34,5.15
2.37,5.2
2.38,5.22
2.4,5.26
2.42,5.3
2.44,5.33
2.46,5.37
2.48,5.44
2.5,5.46
2.53,5.5
2.54,5.55
2.57,5.58
2.58,5.62
2.6,5.66
2.62,5.7
2.65,5.75
2.66,5.76
2.68,5.8
2.7,5.82
2.73,5.88
2.74,5.88
2.76,5.92
2.78,5.95
2.8,5.97
2.82,6.04
2.84,6.05
2.86,6.08
2.88,6.11
2.9,6.15
2.92,6.18
2.94,6.21
2.96,6.23
2.98,6.28
3.0,6.32
3.02,6.35
3.04,6.39
3.06,6.42
3.09,6.48
3.1,6.52
3.13,6.54
3.14,6.57
3.16,6.6
3.18,6.63
3.2,6.66
3.22,6.7
3.24,6.74
3.26,6.77
3.28,6.79
3.3,6.84
3.32,6.88
3.34,6.92
3.37,6.93
3.38,6.96
3.4,7.01
3.42,7.04
3.44,7.08
3.46,7.1
3.48,7.15
3.5,7.21
3.52,7.24
3.54,7.29
3.56,7.33
3.58,7.34
3.6,7.39
3.62,7.44
3.64,7.44
3.66,7.51
3.68,7.5
3.7,7.58
3.73,7.6
3.74,7.61
3.76,7.66
3.78,7.66
3.8,7.71
3.82,7.75
3.85,7.78
3.86,7.82
3.88,7.81
3.9,7.85
3.93,7.88
3.94,7.9
3.96,7.94
3.98,7.99
4.0,8.0
4.02,8.05
4.04,8.09
4.06,8.13
4.08,8.16
4.1,8.21
4.12,8.24
4.14,8.27
4.16,8.3
4.18,8.34
4.2,8.35
4.22,8.41
4.25,8.44
4.26,8.45
4.28,8.5
4.3,8.52
4.32,8.52
4.34,8.57
4.36,8.6
4.38,8.67
4.4,8.68
4.42,8.69
