Time (s),Distance (m)
0.0,1.02
0.02,1.04
0.05,1.08
0.06,1.1
0.09,1.15
0.1,1.16
0.12,1.19
0.14,1.23
0.17,1.26
0.18,1.28
0.2,1.35
0.22,1.36
0.25,1.41
0.26,1.44
0.29,1.47
0.3,1.51
0.33,1.57
0.34,1.58
0.37,1.64
0.38,1.67
0.41,1.68
0.42,1.72
0.45,1.77
0.46,1.82
0.49,1.89
0.5,1.93
0.53,1.96
0.54,2.0
0.57,2.06
0.58,2.07
0.61,2.14
0.62,2.18
0.64,2.2
0.66,2.24
0.69,2.29
0.7,2.31
0.73,2.36
0.74,2.41
0.77,2.44
0.78,2.47
0.81,2.51
0.82,2.54
0.85,2.59
0.86,2.62
0.89,2.66
0.9,2.69
0.92,2.73
0.94,2.77
0.96,2.81
0.98,2.85
1.0,2.89
1.02,2.93
1.05,3.0
1.06,3.03
1.09,3.07
1.1,3.1
1.13,3.13
1.14,3.15
1.17,3.19
1.18,3.24
1.21,3.26
1.22,3.3
1.24,3.32
1.26,3.36
1.28,3.39
1.3,3.43
1.33,3.46
1.34,3.5
1.37,3.54
1.38,3.57
1.41,3.62
1.42,3.64
1.45,3.69
1.46,3.71
1.48,3.78
1.5,3.81
1.52,3.88
1.54,3.93
1.56,3.95
1.58,3.99
1.6,4.01
1.62,4.06
1.65,4.11
1.66,4.13
1.69,4.19
1.7,4.21
1.73,4.25
1.74,4.29
1.77,4.32
1.78,4.36
1.8,4.38
1.82,4.42
1.84,4.46
1.86,4.48
1.89,4.54
1.9,4.57
1.93,4.61
1.94,4.64
1.97,4.69
1.98,4.72
2.01,4.77
2.02,4.81
2.05,4.87
2.06,4.89
2.09,4.95
2.1,4.99
2.13,5.03
2.14,5.06
2.16,5.1
2.18,5.13
2.21,5.16
2.22,5.2
2.24,5.23
2.26,5.28
2.29,5.31
2.3,5.34
2.33,5.39
2.34,5.43
2.37,5.46
2.38,5.5
2.41,5.54
2.42,5.56
2.45,5.62
2.46,5.64
2.48,5.71
2.5,5.74
2.53,5.8
2.54,5.83
2.57,5.87
2.58,5.91
2.61,5.97
2.62,5.99
2.64,6.03
2.66,6.09
2.69,6.11
2.7,6.14
2.73,6.17
2.74,6.19
2.76,6.23
2.78,6.26
2.81,6.29
2.82,6.33
2.85,6.39
2.86,6.41
2.89,6.46
2.9,6.48
2.93,6.5
2.94,6.53
2.97,6.56
2.98,6.59
3.0,6.63
3.02,6.7
3.05,6.72
3.06,6.75
3.09,6.82
3.1,6.84
3.13,6.88
3.14,6.93
3.17,6.98
3.18,6.99
3.21,7.04
3.22,7.08
3.24,7.12
3.26,7.14
3.29,7.19
3.3,7.2
3.33,7.26
3.34,7.27
3.36,7.33
3.38,7.35
3.41,7.38
3.42,7.42
3.44,7.45
3.46,7.45
3.48,7.52
3.5,7.57
3.53,7.6
3.54,7.65
3.57,7.7
3.58,7.73
3.61,7.78
3.62,7.8
3.64,7.86
3.66,7.89
3.68,7.95
3.7,7.95
3.73,8.02
3.74,8.04
3.77,8.06
3.78,8.12
3.81,8.14
3.82,8.15
3.85,8.19
3.86,8.23
3.88,8.24
3.9,8.3
3.92,8.34
3.94,8.36
3.96,8.4
3.98,8.4
4.01,8.46
4.02,8.49
4.05,8.54
4.06,8.57
4.08,8.59
4.1,8.64
4.13,8.68
