Time (s),Distance (m)
0.02,1.05
0.04,1.06
0.06,1.09
0.08,1.09
0.1,1.11
0.12,1.16
0.14,1.17
0.16,1.21
0.18,1.22
0.2,1.23
0.22,1.27
0.24,1.31
0.26,1.33
0.28,1.35
0.31,1.38
0.32,1.41
0.34,1.43
0.36,1.46
0.38,1.49
0.4,1.51
0.42,1.53
0.44,1.56
0.46,1.58
0.48,1.61
0.5,1.64
0.52,1.67
0.54,1.7
0.56,1.72
0.58,1.73
0.6,1.77
0.62,1.79
0.64,1.82
0.66,1.84
0.68,1.87
0.7,1.91
0.72,1.92
0.74,1.96
0.76,1.98
0.78,2.01
0.8,2.04
0.82,2.07
0.84,2.08
0.86,2.11
0.88,2.16
0.9,2.18
0.92,2.19
0.94,2.22
0.96,2.24
0.98,2.27
1.0,2.3
1.02,2.33
1.04,2.36
1.06,2.39
1.08,2.43
1.1,2.45
1.12,2.48
1.14,2.5
1.16,2.52
1.18,2.55
1.2,2.58
1.23,2.6
1.24,2.62
1.26,2.64
1.28,2.67
1.3,2.71
1.32,2.75
1.34,2.76
1.36,2.78
1.39,2.8
1.4,2.81
1.42,2.83
1.44,2.85
1.46,2.88
1.48,2.89
1.5,2.93
1.52,2.95
1.54,2.99
1.56,3.01
1.58,3.04
1.6,3.08
1.62,3.09
1.64,3.11
1.66,3.14
1.68,3.16
1.7,3.2
1.72,3.23
1.74,3.26
1.76,3.28
1.78,3.32
1.8,3.35
1.83,3.38
1.84,3.39
1.86,3.42
1.88,3.43
1.9,3.47
1.92,3.49
1.94,3.52
1.96,3.53
1.98,3.57
2.0,3.6
2.02,3.62
2.04,3.66
2.06,3.67
2.08,3.7
2.1,3.73
2.12,3.74
2.14,3.78
2.16,3.8
2.18,3.85
2.2,3.87
2.22,3.9
2.24,3.93
2.26,3.96
2.28,3.97
2.3,4.01
2.32,4.04
2.34,4.06
2.36,4.08
2.38,4.11
2.4,4.13
2.43,4.17
2.44,4.17
2.46,4.21
2.48,4.25
2.5,4.26
2.52,4.28
2.54,4.31
2.56,4.33
2.58,4.36
2.6,4.38
2.62,4.41
2.64,4.43
2.67,4.47
2.68,4.5
2.7,4.52
2.72,4.56
2.74,4.59
2.76,4.63
2.78,4.66
2.8,4.69
2.82,4.71
2.84,4.75
2.87,4.81
2.88,4.8
2.9,4.82
2.92,4.86
2.94,4.88
2.96,4.9
2.98,4.94
3.0,4.96
3.02,5.0
3.04,5.01
3.06,5.04
3.08,5.06
3.1,5.09
3.12,5.11
3.14,5.15
3.16,5.19
3.18,5.21
3.2,5.22
3.23,5.28
3.24,5.31
3.27,5.34
3.28,5.35
3.3,5.39
3.32,5.43
3.34,5.44
3.36,5.47
3.38,5.5
3.4,5.51
3.42,5.53
3.44,5.57
3.46,5.6
3.48,5.62
3.5,5.64
3.52,5.68
3.54,5.7
3.56,5.71
3.58,5.77
3.6,5.79
3.63,5.82
3.64,5.84
3.66,5.88
3.68,5.9
3.7,5.94
3.72,5.96
3.74,5.98
3.76,6.01
3.79,6.05
3.8,6.08
3.82,6.11
3.84,6.14
3.86,6.16
3.88,6.19
3.9,6.21
3.92,6.24
3.94,6.24
3.96,6.28
3.98,6.29
4.0,6.36
4.02,6.34
4.04,6.39
4.06,6.41
4.08,6.44
4.1,6.46
4.12,6.49
4.15,6.52
4.16,6.56
4.18,6.59
4.2,6.61
4.22,6.63
4.24,6.65
4.26,6.69
4.28,6.71
4.3,6.73
4.32,6.76
4.34,6.8
4.36,6.81
4.38,6.85
4.4,6.87
4.42,6.88
4.44,6.91
4.46,6.95
4.48,6.98
4.5,6.99
4.52,7.02
4.54,7.04
4.56,7.09
4.58,7.1
4.6,7.13
4.62,7.17
4.64,7.2
4.67,7.25
4.68,7.25
4.7,7.28
4.72,7.3
4.74,7.34
4.76,7.38
4.78,7.4
4.8,7.42
4.82,7.44
4.84,7.46
4.86,7.48
4.88,7.51
4.9,7.53
4.92,7.57
4.94,7.59
4.96,7.62
4.98,7.63
5.0,7.65
5.03,7.7
5.04,7.71
5.06,7.73
5.08,7.74
5.1,7.79
5.12,7.81
5.14,7.84
5.16,7.87
5.18,7.91
5.2,7.9
5.22,7.96
5.24,7.97
5.27,8.02
5.28,8.05
5.3,8.07
5.32,8.08
5.34,8.11
5.36,8.14
5.38,8.18
5.4,8.18
5.42,8.22
5.44,8.24
5.47,8.28
5.48,8.28
5.51,8.31
5.52,8.32
5.54,8.35
5.56,8.38
5.58,8.41
5.6,8.44
5.63,8.44
5.64,8.5
5.67,8.54
5.68,8.57
5.7,8.55
5.72,8.61
5.74,8.66
5.76,8.67
5.78,8.7
5.8,8.71
