Time (s),Distance (m)
0.02,1.03
0.04,1.04
0.07,1.07
0.08,1.07
0.11,1.08
0.12,1.09
0.15,1.12
0.16,1.13
0.19,1.16
0.2,1.18
0.23,1.22
0.24,1.24
0.27,1.27
0.28,1.29
0.3,1.32
0.32,1.35
0.35,1.38
0.36,1.39
0.38,1.42
0.4,1.44
0.43,1.48
0.44,1.5
0.46,1.53
0.48,1.58
0.51,1.6
0.52,1.63
0.54,1.64
0.56,1.65
0.58,1.68
0.6,1.71
0.62,1.73
0.64,1.73
0.67,1.76
0.68,1.78
0.7,1.82
0.72,1.84
0.74,1.86
0.76,1.89
0.78,1.9
0.8,1.93
0.82,1.95
0.84,1.98
0.86,2.0
0.88,2.02
0.9,2.05
0.92,2.09
0.95,2.13
0.96,2.14
0.99,2.17
1.0,2.2
1.02,2.23
1.04,2.25
1.06,2.28
1.08,2.32
1.11,2.34
1.12,2.38
1.14,2.43
1.16,2.46
1.18,2.48
1.2,2.5
1.22,2.53
1.24,2.55
1.26,2.57
1.28,2.58
1.3,2.61
1.32,2.64
1.35,2.66
1.36,2.67
1.38,2.7
1.4,2.72
1.42,2.75
1.44,2.77
1.46,2.79
1.48,2.81
1.5,2.83
1.52,2.87
1.54,2.88
1.56,2.92
1.58,2.94
1.6,2.96
1.62,3.0
1.64,3.02
1.66,3.06
1.68,3.07
1.7,3.09
1.72,3.13
1.74,3.15
1.76,3.16
1.79,3.2
1.8,3.21
1.82,3.22
1.84,3.25
1.87,3.29
1.88,3.3
1.9,3.32
1.92,3.34
1.94,3.35
1.96,3.38
1.99,3.4
2.0,3.41
2.03,3.44
2.04,3.46
2.07,3.47
2.08,3.5
2.1,3.51
2.12,3.54
2.15,3.58
2.16,3.61
2.19,3.61
2.2,3.65
2.22,3.66
2.24,3.68
2.27,3.71
2.28,3.73
2.3,3.77
2.32,3.79
2.35,3.82
2.36,3.85
2.38,3.88
2.4,3.9
2.42,3.95
2.44,3.96
2.46,3.99
2.48,4.02
2.51,4.06
2.52,4.06
2.54,4.09
2.56,4.11
2.58,4.12
2.6,4.14
2.63,4.15
2.64,4.2
2.66,4.19
2.68,4.25
2.7,4.25
2.72,4.3
2.74,4.32
2.76,4.32
2.79,4.37
2.8,4.38
2.83,4.41
2.84,4.43
2.87,4.47
2.88,4.47
2.9,4.5
2.92,4.54
2.94,4.55
2.96,4.59
2.99,4.62
3.0,4.63
3.02,4.66
3.04,4.68
3.06,4.7
3.08,4.71
3.1,4.73
3.12,4.75
3.14,4.79
3.16,4.81
3.18,4.85
3.2,4.85
3.22,4.87
3.24,4.89
3.26,4.91
3.28,4.93
3.3,4.96
3.32,4.99
3.35,5.02
3.36,5.01
3.38,5.04
3.4,5.07
3.42,5.12
3.44,5.14
3.47,5.17
3.48,5.18
3.51,5.22
3.52,5.22
3.54,5.27
3.56,5.27
3.58,5.32
3.6,5.32
3.63,5.35
3.64,5.39
3.66,5.42
3.68,5.44
3.71,5.48
3.72,5.5
3.75,5.51
3.76,5.55
3.78,5.55
3.8,5.59
3.82,5.6
3.84,5.62
3.86,5.66
3.88,5.67
3.9,5.7
3.92,5.72
3.95,5.75
3.96,5.76
3.99,5.8
4.0,5.82
4.02,5.85
4.04,5.88
4.06,5.92
4.08,5.94
4.11,5.95
4.12,5.97
4.14,6.0
4.16,6.05
4.19,6.09
4.2,6.09
4.23,6.1
4.24,6.14
4.27,6.16
4.28,6.17
4.3,6.18
4.32,6.2
4.35,6.24
4.36,6.26
4.39,6.27
4.4,6.28
4.43,6.33
4.44,6.33
4.47,6.36
4.48,6.36
4.5,6.4
4.52,6.42
4.55,6.42
4.56,6.45
4.59,6.5
4.6,6.49
4.63,6.55
4.64,6.55
4.67,6.6
4.68,6.61
4.71,6.67
4.72,6.68
4.74,6.69
4.76,6.75
4.78,6.78
4.8,6.8
4.82,6.83
4.84,6.84
4.87,6.87
4.88,6.91
4.91,6.94
4.92,6.92
4.95,6.99
4.96,7.0
4.99,7.03
5.0,7.04
5.03,7.06
5.04,7.08
5.07,7.09
5.08,7.14
5.1,7.14
5.12,7.17
5.14,7.21
5.16,7.23
5.18,7.23
5.2,7.26
5.22,7.3
5.24,7.33
5.27,7.36
5.28,7.39
5.31,7.41
5.32,7.43
5.35,7.46
5.36,7.48
5.38,7.5
5.4,7.52
5.42,7.56
5.44,7.57
5.47,7.59
5.48,7.6
5.51,7.63
5.52,7.64
5.54,7.68
5.56,7.67
5.58,7.72
5.6,7.71
5.63,7.74
5.64,7.76
5.67,7.79
5.68,7.81
5.7,7.8
5.72,7.84
5.74,7.87
5.76,7.9
5.78,7.92
5.8,7.94
5.83,7.99
5.84,8.01
5.87,8.04
5.88,8.04
5.9,8.08
5.92,8.13
5.94,8.15
5.96,8.17
5.99,8.2
6.0,8.2
6.02,8.23
6.04,8.27
6.06,8.3
6.08,8.29
6.11,8.35
6.12,8.32
6.14,8.4
6.16,8.38
6.19,8.4
6.2,8.44
6.23,8.47
6.24,8.49
6.26,8.49
6.28,8.53
6.3,8.57
6.32,8.56
6.34,8.62
6.36,8.6
6.38,8.62
6.4,8.63
6.43,8.67
6.44,8.66
6.47,8.7
